name,brandName,ratingScore,price,processor,ram,memory,displaySize,gen
hp spectre x360,HP,0.0,230000.0,i5,8gb,512gb,,
hp victus 15,HP,0.0,110000.0,i5,8 gb,512 gb,15.6,12 gen
hp pavilion laptop,HP,0.0,99999.0,other,8 gb,512 gb,"15.6""",
acer travelmate p2,Acer,0.0,56000.0,i3,8gb,256gb,14',11th
acer aspire 3,Acer,0.0,81999.0,intel,8gb,256gb,15.6,12th
avita model no.,Avita,0.0,93000.0,other,,,,
asus rog flow,ASUS,0.0,238888.0,amd,6gb,1tb,"13.4""",
acer swift x/14″,Acer,0.0,94500.0,ryzen,8gb,512gb,,
dell latitude e5470,Dell,0.0,52250.0,intel,8gb,256gb,2.3,6th
msi gp66 leopard11ue,MSI,0.0,262500.0,other,,,,
asus e410 intel,ASUS,0.0,35999.0,intel,4gb,128gb,"14""",
avita liber v14,Avita,0.0,74999.0,i5,8gb,512gb,"14""",
acer nitro 5,Acer,0.0,117000.0,i5,8gb,512gb,"15.6""",11th
acer spin 3,Acerco,0.0,102000.0,i5,8gb,256ssd,"14.0""",10th
modern 15 a11mu,MSI,0.0,118000.0,intel,,,,11th
hp pavilion x360,HP,0.0,155000.0,i7,8 gb,512 gb,,
acer aspire 5,Acer,0.0,72999.0,intel,8gb,1tb,"15.6""",11th
dell inspiron 14,Dell,0.0,150000.0,amd,8gb,512gb,"14""",
victus by hp,HP,0.0,95000.0,ryzen,8gb,256gb,"16.1""",
victus by hp,HP,0.0,230000.0,i7,6 gb,,,
hp 14 amd,HP,0.0,49400.0,amd,4 gb,256 gb,"14 """,
modern 15 a11mu,MSI,0.0,132000.0,intel,,,,11th
dynabook portege x40ji51135g7,Dynabook,0.0,87990.0,i5,6gb,256gb,,
dell inspiron 3511,Dell,0.0,90000.0,i5,8gb,512gb,,11th
acer extensa 215,Acer,2.0,64990.0,i5,8gb,256gb,15.6,11th
asus rog strix,No Brand,0.0,264000.0,ryzen,6gb,1tb,"15.6""",
katana gf66 11ud,MSI,0.0,205000.0,other,,,,
acer aspire 5,Acer,0.0,69999.0,intel,8gb,256gb,15.6,11th
dell inspiron 15,Dell,0.0,135000.0,i7,6gb,512 gb,15.6,
asus tuf f507,ASUS,0.0,115000.0,i5,8gb,512gb,"15.6""",
dell inspiron 3511,Dell,0.0,77999.0,intel,8gb,256gb,"15.6""",11th
acer swift 3,Acer,0.0,85500.0,i5,8 gb,512 gb,"14""",11 gen
msi modern 15,MSI,0.0,98000.0,ryzen,8gb,512gb,"15.6""",
dell inspiron 5410,Dell,0.0,99999.0,i5,8gb,256gb,14',11th
acer nitro 5,Acer,5.0,135999.0,i7,6gb,1tb,"15.6""",10th
lenovo ip3i /,Lenovo,5.0,55999.0,i3,4gb,256gb,"15.6""",11th
msi gf65 10ue,MSI,0.0,180000.0,i5,6gb,512gb,"15.6""",10th
acer predator helios,Acer,5.0,194890.0,i7,6gb,1tb,"15.6""",11th
asus rog zephyrus,ASUS,0.0,255000.0,m1,6gb,512gb,"16""",11th
lenovo ideapad 3,Lenovo,0.0,80500.0,ryzen,8gb,256ssd,"14""",
evolve/intel celeron/4gb/64gb inbuilt/10”,No Brand,0.0,28900.0,intel,4gb,,,
hp notebook 14cf3065tu,HP,0.0,55000.0,i3,4gb,128gb,,10th
laptop acer aspire,Acer,0.0,62000.0,i3,8gb,256gb,15.6,11gen
dell latitude 3420,Dell,0.0,81000.0,i5,4gb,1tb,"14""",11th
business series (ultra,Lenovo,0.0,105999.0,ryzen,8gb,256gb,"13.3""",
modern 14 b5m,MSI,0.0,100000.0,amd,,,,
msi gl65 9sck,MSI,0.0,150000.0,i7,6gb,256gb,"15.6""",9th
dell inspiron 3511,Dell,0.0,81000.0,i5,8 gb,512 gb,15.6,11 gen
asus zephyrus g14,ASUS,0.0,247000.0,ryzen,6gb,1tb,"14""",
asus zenbook 14,ASUS,0.0,154000.0,i7,6gb,512gb,"13.3""",11th
asus tuf f15,ASUS,0.0,162000.0,i5,6gb,512gb,"15.6""",11th
asus tuf f15,ASUS,0.0,125000.0,i5,8gb,512gb,"15.6""",10th
lenovo ideapad 3,Lenovo,4.0,76000.0,ryzen,8gb,256gb,15.6,
acer aspire a3,Acer,0.0,81990.0,i5,8gb,256gb,"15.6""",11th
msi modern 14,MSI,0.0,140000.0,i7,8gb,512gb,,11th
asus x415/ intel,ASUS,0.0,49999.0,intel,4gb,256gb,"14""",11th
lenovo v15 intel,Lenovo,0.0,33250.0,intel,4 gb,128 gb,15.6,
acer aspire 5,Acer,0.0,70775.0,ryzen,8 gb,512 gb,15.6,
dell inspiron 3511,Dell,0.0,93000.0,i5,8gb,512gb,"15.6""",11th
dell inspiron 7405,Dell,0.0,89000.0,ryzen,8gb,256gb,14',
dell g5 2021,Dell,0.0,135000.0,i5,6gb,512gb,"15.6""",11th
dell inspiron 5406,Dell,0.0,153000.0,i7,8gb,512gb,"14""",11th
dell inspirion 3501,Dell,0.0,114000.0,i7,8gb,512gb,"15.6""",11th
dell inspiron 5410,Dell,0.0,163000.0,i7,2gb,512gb,"14""",11th
dell inspiron 5402,Dell,0.0,119000.0,i5,8gb,512gb,"14""",11th
dell g5 2021,Dell,0.0,185000.0,ryzen,6gb,512gb,"15.6""",
dell inspiron 7391,Dell,0.0,118000.0,i5,8gb,256gb,13.3',10th
dell inspiron 14,Dell,0.0,108000.0,ryzen,8gb,512gb,"14""",
dell inspiron 7391,Dell,0.0,148000.0,i7,8gb,512gb,13.3',10th
dell inspirion 3505,Dell,0.0,79000.0,ryzen,8gb,512gb,"15.6""",
acer nitro 5,Acer,5.0,115999.0,i5,8gb,512gb,"15.6""",11th
asus tuf dash,ASUS,0.0,174990.0,i7,6gb,512gb,,11th
lenovo ideapad 3,Lenovo,0.0,118990.0,ryzen,8gb,256ssd,"15.6""",
msi gf63 thin,MSI,0.0,152000.0,i7,8gb,512gb,"15.6""",63 th
acer a31558 intel,No Brand,0.0,69500.0,intel,4gb,,,11th
acer a31558 intel,No Brand,0.0,75500.0,intel,8gb,,,11th
hp victus 15,HP,0.0,96990.0,i5,8gb,512gb,"15.6""",12th
lenovo legion 5,Lenovo,0.0,132800.0,ryzen,4gb,512gb,15.6,
dell vostro 3400,No Brand,0.0,54800.0,i3,4 gb,1 tb,,
acer aspire 3,Acer,0.0,88500.0,intel,8gb,256gb,15.6,512th
acer spin 3,Acer,0.0,74500.0,ryzen,4gb,,"14""",
dell g3 g3590,Dell,0.0,156000.0,i7,6gb,256gb,"15.6""",9th
dell vostro 3400,Dell,0.0,47500.0,i3,4 gb,256 gb,"14 """,11 gen
dell vostro 3400,Dell,0.0,74900.0,intel,8gb,512gb,14',
asus tuf fx506hcws53,ASUS,5.0,115999.0,intel,8gb,512gb,"15.6""",11th
asus rog strix,No Brand,0.0,183000.0,ryzen,6gb,512gb,"15.6""",
dell g5 15,Dell,0.0,145900.0,i5,,,"15.6""",511gen
lenovo ideapad 3,Lenovo,0.0,121990.0,ryzen,8gb,256ssd,"15.6""",
acer aspire 5,Acer,0.0,65999.0,intel,4gb,1tb,"15.6""",11th
hp 14 dq035wm,HP,0.0,50999.0,ryzen,8gb,256gb,,
lenovo ideapad gaming,Lenovo,0.0,145000.0,ryzen,8gb,512gb,"15.6""",
lenovo legion 5,Lenovo,5.0,295000.0,ryzen,6gb,512gb,16',
dell xps 15,Dell,0.0,265000.0,i7,6gb,1tb,"15.6""",10th
modern 14 b11mou,MSI,0.0,112000.0,intel,,,,11th
msi modern 14,MSI,0.0,112000.0,i5,,,,
dell lnspiron 15,Dell,0.0,82999.0,i5,8gb,512gb,"15.6""",
acer aspire 5/core,Acer,5.0,60999.0,i3,4gb,128gb,"15.6""",11th
lenovo ideapad slim,Lenovo,0.0,119950.0,intel,,1tb,,11th
acer aspire 3,Acer,0.0,62000.0,amd,8gb,256gb,15.6,
hp pavilion x360,HP,0.0,100500.0,intel,8gb,512gb,"14.0""",
acer spine chromebook,Acer,0.0,69000.0,i5,8gb,128gb,"13.5""",
asus vivobook e410ma,ASUS,0.0,49000.0,other,4gb,256gb,"14""",
lenovo ideapad gaming,Lenovo,0.0,104000.0,i5,8gb,256gb,"15.6""",9th
msi gf65 10sdr,MSI,0.0,175000.0,i7,8gb,512gb,"15.6""",10th
hp omen 16,HP,0.0,150000.0,amd,6gb,512gb,"16.1""",
dell vostro 3400,Dell,0.0,66999.0,i5,8gb,256gb,,11th
toshiba dynabook tecra,Toshiba,0.0,54990.0,intel,,128ssd,"14""",
asus tuf dash,ASUS,0.0,115999.0,intel,8gb,512gb,"15.6""",11th
lenovo legion 5,Lenovo,0.0,175000.0,ryzen,6gb,512 gb,15.6,
dell vostro 3400,Dell,5.0,61500.0,intel,4gb,256gb,"14.0""",311th
hp victus 15.6″,HP,0.0,102800.0,intel,8gb,512gb,15.6,12th
microsoft surface pro,Microsoft,0.0,174800.0,i5,6gb,256gb,"12.3""",11th
hp laptop 15sdu3538tu,HP,0.0,74900.0,i5,8gb,1tb,"15.6""",
acer aspire 3,Acer,0.0,48000.0,amd,4gb,256gb,15.6',
dell g5 gaming,Dell,0.0,154999.0,ryzen,6gb,512gb,"15.6""",
lenovo ideapad 1i,Lenovo,0.0,34000.0,other,,,,
msi pulse gl66,MSI,0.0,198000.0,i7,,,,
dell xps 179710/i711800h@2.30/32gb,Dell,0.0,290000.0,i7,2gb,1tb,2.30,11gen
lenovo ideapad 3,No Brand,0.0,65000.0,i3,4gb,1tb,"15.6""",310th
gigabyte aero 16,Gigabyte,0.0,246800.0,intel,6gb,2tb,,
hp pavilion 14dv0010wm,HP,0.0,85500.0,i5,8gb,256gb,,11th
lenovo legion 5,Lenovo,0.0,142500.0,i5,8gb,512gb,,11th
msi modern 15,MSI,0.0,110000.0,i5,8gb,512gb,"15.6""",10th
asus rog strix,ASUS,0.0,158000.0,ryzen,6gb,512gb,"15.6""",
redmi book 15,Redmi,0.0,69999.0,intel,8gb,256 ssd,"15.6""",11th
msi modern 14,MSI,0.0,104000.0,ryzen,8gb,256gb,"14""",
msi katana gf66,MSI,0.0,228000.0,i7,6gb,512gb,"15.6""",11th
acer aspire 3,Acer,0.0,90000.0,i5,8gb,256gb,15.6,
lenovo legion s7,Lenovo,0.0,198000.0,ryzen,6gb,512 ssd,"15.6""",
dell inspiron 3511,Dell,0.0,57000.0,i3,8gb,256gb,"15.6""",11th
modern 14 b10mw,MSI,0.0,115000.0,intel,,,,10th
lenovo ideapad gaming,Lenovo,0.0,125000.0,ryzen,8gb,512gb,15.6,
acer spin 3/,Acer,0.0,75000.0,other,8 gb,256 gb,"14""",
hp 255 g8,HP,0.0,69000.0,ryzen,8gb,512gb,"15.6""",
lenovo 3 gaming,Lenovo,0.0,97850.0,i5,8 gb,256 gb,,11 gen
laptop acer aspire,Acer,0.0,69999.0,i5,8gb,256gb,15.6,11gen
dell inspiron 135310/,Dell,0.0,90000.0,i5,6gb,512gb,,11gen
lenovo ideapad 1,Lenovo,0.0,61000.0,amd,8gb,256gb,"14.0""",
dell latitude e5270,Della,0.0,36999.0,i5,8 gb,256 gb,"13 """,56th
acer aspire 5,Acer,0.0,78000.0,intel,8 gb,256 gb,"14 """,12 gen
xlab xbook series,XLAB,0.0,64900.0,other,,,,
mi notebook pro,MI,0.0,104990.0,intel,6gb,512 gb,"14""",11th
msi modern 15,MSI,0.0,137000.0,i5,8gb,512gb,"15.6""",11th
msi modern 15,MSI,0.0,148000.0,i7,8gb,512gb,"15.6""",11th
acer nitro 5,No Brand,0.0,153867.0,i5,8gb,512gb,"15.6""",11th
acer aspire 5,Acer,0.0,92000.0,i5,8gb,256gb,"15.6""",12th
msi summit b15,MSI,0.0,138000.0,i5,8gb,512gb,"15.6""",11th
msi gp66 leopard,MSI,0.0,259000.0,i7,6gb,1tb,"15.6""",10th
msi ge65 raider,MSI,0.0,230000.0,i7,6gb,1tb,"15.6""",9th
hp notebook 14dk1025wm,HP,0.0,61000.0,ryzen,8gb,256gb,"14""",
"dell inspiron 153511/i511,35g7/8gb",Dell,0.0,90000.0,i5,8gb,256gb,,
dell inspiron 15,Dell,0.0,140000.0,intel,6gb,256gb,"15.6""",
dell new inspiron,Dell,0.0,140000.0,amd,8gb,512gb,,
lenovo ideapad slim,Lenovo,0.0,95000.0,intel,8gb,512gb,"14""",11th
"asus vivobook e410ma,",ASUS,0.0,49000.0,other,4gb,256gb,"14 """,
mi notebook pro,Xiaomi,4.5,109999.0,intel,6gb,512gb,"14 """,11th
acer aspire a51454i5,Acer,0.0,78500.0,i5,8gb,256gb,,11th
dell vostro 3400/i3/11gen/4gb,Dell,0.0,70000.0,i3,4gb,,14',11gen
gateway gwnc31514 intel,Gateway,0.0,42999.0,intel,4gb,128gb,"15.6""",11th
acer aspire 5,Acer,0.0,72000.0,i5,8gb,256gb,"14 """,11th
acer aspire 5,Acer,0.0,74000.0,i5,8gb,256gb,"14 """,11th
gateway gwtn141 ultra,Gateway,0.0,68990.0,i5,6gb,512gb,14.1,11th
lenovo 1 14igl7,Lenovo,0.0,34999.0,other,4gb,128gb,"14""",
acer extensa 15,Acer,0.0,74499.0,intel,8gb,512gb,"15.6""",11th
acer aspire 5,Acer,0.0,92000.0,intel,8gb,512gb,"15.6""",11th
asus g513qehn136t ryzen,ASUS,0.0,198000.0,ryzen,6 gb,512 gb,15.6,
asus vivobook x515ea,ASUS,5.0,67000.0,i3,4gb,256 gb,15.6,11th
chuwi minibook x,CHUWI,0.0,79040.0,intel,2gb,512gb,"10.8""",11th
asus vivobook e410m,ASUS,5.0,32900.0,other,4gb,128gb,"14""",
dell g5 15,Dell,5.0,145900.0,i5,8gb,256 ssd,"15.6""",
dell 2022 inspiron,Dell,0.0,112000.0,i5,2gb,1tb,14',
dell latitude 5320,Dell,0.0,95000.0,i5,8gb,256gb,"13.3""",11th
dell inspiron 15,Dell,0.0,82900.0,i5,8gb,128gb,,
"macbookpro 14.2‑"" 8core",Apple,5.0,305000.0,other,6gb,512gb,14.2,
hp pavilion laptop,HP,5.0,101500.0,other,8 gb,512 gb,"15.6""",
acer aspire 5,Acer,0.0,76990.0,i5,8gb,256gb,14',12th
acer swift 3,Acer,0.0,99999.0,intel,8gb,512gb,,
msi bravo 15,MSI,0.0,135000.0,ryzen,8gb,512gb,"15.6""",
acer aspire 5,Acer,5.0,70000.0,intel,8 gb,256 gb,"14 """,11th
"macbook air 13.3""",Apple,5.0,142000.0,m1,6 gb,256 gb,"13.3""",
toshiba satellite dyna,No Brand,0.0,32500.0,other,4gb,128 ssd,"14""",
dell alienware m15,Dell,0.0,270000.0,m1,6gb,512gb,"15.6""",10th
acer extensa 15,Acer,0.0,65500.0,i5,8gb,256ssd,"15.6""",11th
dell vostro 3515,Dell,0.0,73000.0,ryzen,8gb,512gb,"15.6""",
"hp 14dk, amd",HP,2.0,50000.0,amd,8gb,256gb,,
asus vivobook flip,ASUS,0.0,81000.0,ryzen,4gb,256gb,"14""",
hp pavilion eh1052wm,HP,0.0,83000.0,ryzen,6gb,512gb,"15.6""",
laptophp envy x360,HP,0.0,109000.0,i5,8gb,256gb,"13.3""",11gen
laptop dell vostro,Dell,0.0,50500.0,i3,4gb,1tb,15.6,
acer predator helios,Acer,0.0,196990.0,i7,6gb,512 ssd,,12th
asus tuf dash,ASUS,0.0,174999.0,i7,6 gb,512 gb,"15.6""",12th
hp 15s ryzen,HP,0.0,68000.0,ryzen,8 gb,512 gb,"15.6""",
lenovo ideapad 3,Lenovo,0.0,55000.0,i3,8gb,256gb,15.6,
asus vivobook m415da,ASUS,0.0,62999.0,ryzen,4gb,256gb,"14""",11th
dell inspiron 15,Dell,0.0,143500.0,intel,8gb,,,11th
hp spectre 13v113tu,No Brand,0.0,193410.0,i5,8gb,256 gb,"13.3""",7th
dell g15 g15rea951gry,Dell,0.0,118999.0,amd,8gb,512gb,"15.6""",
lenovo ideapad 3,Lenovo IdeaPad,0.0,78150.0,ryzen,8gb,256gb,"15.6""",
dell inspiron 5310,Dell,0.0,145000.0,i7,6gb,512gb,"13.3""",11th
msi modern 15,MSI,0.0,98000.0,ryzen,8gb,512gb,"15.6""",
modern 15 a11sbu,MSI,0.0,135000.0,intel,,,,11th
lenovo ideapad slim,Lenovo,0.0,114450.0,intel,2gb,512gb,,11th
dell vostro 3400,Dell,5.0,72200.0,i5,8 gb,256 gb,"14 """,11 gen
asus x415e intel,ASUS,5.0,72000.0,intel,4gb,256gb,"14""",11th
msi gf63 thin,MSI,0.0,128000.0,i5,,,,63 th
hp laptop 15,HP,0.0,106000.0,ryzen,8gb,512gb,"15.6""",
lenovo v15 /,Lenovo,0.0,67000.0,ryzen,8gb,512gb,"15.6""",
dell inspiron 7300,Dell,0.0,185000.0,i7,6gb,1tb,13.3',11th
acer nitro 5,Acer,0.0,150000.0,i7,8gb,512gb,"15.6""",10th
acer extensa 15,Acer,0.0,71900.0,intel,8gb,512gb,"15.6""",11th
asus zenbook 14,ASUS,0.0,125000.0,ryzen,2gb,512gb,14',
msi gf63 9scsr,MSI,0.0,125000.0,i5,8gb,256gb,"15.6""",9th
asus tuf a15,No Brand,0.0,221000.0,ryzen,6gb,1tb,"15.6""",
dell inspiron 3501,Dell,0.0,83500.0,intel,8gb,256gb,15.6,10gen
"modern 15 a11mu,",MSI,0.0,132000.0,i7,8gb,512gb,"15.6""",11th
asus vivobook x515ea,ASUS,0.0,62700.0,i3,4 gb,256 gb,"15.6""",11 gen
lenovo v14 laptop,Lenovo,0.0,68400.0,i5,8 gb,256 gb,"14""",11 gen
dell vostro 3510,Dell,0.0,109990.0,i7,8gb,512gb,"15.6""",11th
asus vivobook flip,ASUS,0.0,156667.0,i7,6gb,1tb,,
dell inspiron g15,Dell,0.0,171990.0,intel,6gb,512ssd,,11th
asus rog strix,No Brand,0.0,193000.0,ryzen,6gb,512gb,"15.6""",
lenovo flex 5,Lenovo,0.0,61999.0,i3,4gb,256gb,"14""",11th
msi leopard gp7611uh,MSI,0.0,375000.0,i7,6gb,1tb,"17.3""",11th
acer aspire 5,Acer,0.0,71000.0,ryzen,8gb,512gb,15.6,
dell xps 13,Dell,0.0,255000.0,i7,6gb,512gb,13.3',11 gen
msi modern 15,MSI,0.0,107000.0,ryzen,8gb,256gb,"15.6""",
dell 5502 11th,Dell,5.0,111000.0,i5,2gb,512gb,"15.6""",11th
xlab xbook series,XLAB,0.0,64900.0,i3,8gb,256gb,"15.6""",
hp 13″ probook,HP,0.0,146800.0,other,2gb,512gb,13.3,11th
msi modern 15,MSI,0.0,148000.0,i7,8gb,512gb,"15.6""",11th
asus tuf fx506hc,ASUS,0.0,113000.0,i5,8gb,512gb,"15.6""",11th
ripple nova(8 gb/256),Ripple Device,0.0,150000.0,intel,8 gb,,,12gen
laptop hp probook,HP,0.0,87000.0,i5,8gb,1tb,"14 """,
dell inspiron 15,Dell,0.0,138900.0,intel,8gb,,,11th
hp victus 15,HP,0.0,95000.0,i5,8gb,512gb,"15.6""",
lenovo ideapad 3,Lenovo,0.0,102000.0,intel,8gb,256gb,"15.6""",
msi modern 14,MSI,0.0,104000.0,ryzen,8gb,256gb,"14""",
dell vostro 3400,Dell,0.0,57950.0,i3,4gb,256gb,14',11th
dell inspiron 7405,Dell,0.0,89000.0,ryzen,8gb,256gb,14',
acer travelmate laptop,Acer,0.0,88500.0,other,,,,
acer nitro 5,Acer,0.0,139990.0,amd,6gb,512gb,,
lenovo ideapad 3,Lenovo,0.0,65500.0,amd,8gb,256 gb,,
hp 14fq1025 amd,HP,0.0,72999.0,amd,8gb,256gb,,
xiaomi redmibook 15,Redmi,0.0,74999.0,i3,8gb,256gb,,11th
acer aspire vero,Acer,0.0,95000.0,i5,6gb,512gb,"15.6""",11th
dynabook tecra toshiba,Dynabook,0.0,38900.0,intel,4gb,128gb,1.9,
new dell xps,Dell,0.0,280000.0,intel,6gb,1tb,15.6,10th
acer aspire 5,Acer,0.0,66500.0,ryzen,8gb,256gb,"15.6""",
asus zenbook 14,No Brand,0.0,166000.0,i7,6gb,1tb,14',
asus zenbook flip,ASUS,0.0,175000.0,i7,,,,11th
laptop dell vostro,Dell,0.0,71000.0,i3,8gb,256 ssd,15.6,
msi note book,MSI,0.0,99999.0,other,,,,
hp victus 15,HP,0.0,126000.0,amd,6gb,512gb,"15.6""",
microsoft surface 3,Microsoft,0.0,220500.0,i5,6gb,256gb,"13.5""",5gen
hp victus 15,HP,0.0,101000.0,i5,8gb,512ssd,"15.6""",12th
dell inspirion 7560,Dell,0.0,86500.0,other,,,,
asus vivobook m1503qa,ASUS,0.0,116000.0,m1,8 gb,512 gb,15.6,5th
dell inspirion 3501,Dell,0.0,85990.0,i5,4gb,1tb,"15.6""",11th
dell inspirion 3505,Dell,0.0,79000.0,ryzen,8gb,512gb,"15.6""",
dell inspiron 5406,Dell,0.0,153000.0,i7,8gb,512gb,"14""",11th
dell inspiron 7391,Dell,0.0,118000.0,i5,8gb,256gb,13.3',10th
dell g5 15,Dell,0.0,210000.0,i7,6gb,1tb,"15.6""",10th
dell inspirion 3501,Dell,0.0,93000.0,i5,8gb,512gb,"15.6""",11th
dell inspiron 3501,Dell,5.0,62000.0,i3,4gb,256gb,,10th
dell inspiron 7405,Dell,0.0,89000.0,ryzen,8gb,256gb,14',
msi summit e15,MSI,0.0,259000.0,i7,6gb,1tb,"15.6""",11th
dell inspirion 3501,Dell,0.0,93000.0,i5,8gb,512gb,"15.6""",11th
hp laptop 15,HP,0.0,65000.0,i3,4gb,256gb,"15.6""",
"dell laptop,15 ''",Dell,0.0,91000.0,other,8 gb,512 gb,15 ',
hp victus 15,HP,0.0,104999.0,intel,8gb,512gb,"16.1""",12th
asus tuf dash,ASUS,0.0,154999.0,i5,6 gb,512 gb,"15.6""",12th
hp laptop 15,HP,0.0,88000.0,ryzen,8gb,512gb,"15.6""",
xlab xbook series,XLAB,0.0,68250.0,i3,8gb,256gb,"15.6""",
hp victus 15,HP,0.0,153000.0,ryzen,6gb,512gb,"15.6""",
dell vostro 3510,Dell,0.0,108000.0,i7,8gb,512gb,15.6,11th
dell vostro 3400,Dell,0.0,82000.0,intel,8gb,256gb,"14.0""",11th
lenovo yoga c740,Lenovo,0.0,103000.0,i5,8gb,256gb,"14""",10th
hp laptop 15,HP,0.0,71000.0,other,,,,
hp envy x360,HP,0.0,105000.0,i5,8gb,256gb,,11th
laptop acer aspire,Acer,0.0,132500.0,i7,8gb,1tb,15.6,11gen
asus zenbook 14,ASUS,0.0,127000.0,i5,8gb,512gb,"14""",11 gen
dell xps 13,Dell,0.0,215000.0,i7,6gb,512gb,13.3',11 gen
msi gf63 9scsr,MSI,0.0,125000.0,i5,8gb,256gb,"15.6""",9th
msi stealth 15m,MSI,0.0,233000.0,i7,6gb,512gb,"15.6""",11th
asus zephyrus g14,ASUS,0.0,178000.0,ryzen,6gb,512gb,"14""",
laptop dell vostro,Dell,0.0,83999.0,i5,8gb,512 ssd,"15.6""",
dell g5 15,Dell,0.0,173000.0,i7,6gb,512gb,"15.6""",10th
dell inspiron 3511,Dell,0.0,119000.0,i7,8gb,512gb,"15.6""",11th
acer nitro 5,Acer,0.0,127000.0,other,,,,
"hp notebook 15,",HP,5.0,76000.0,amd,8gb,256gb,"15.6""",
dell inspiron 3511,Dell,0.0,64000.0,i3,4gb,256gb,"15.6""",11th
acer swift 3,Acer,0.0,85000.0,ryzen,8gb,512gb,"14""",
hp 15ef2126wm ryzen55500u/8gb,HP,0.0,65549.0,ryzen,8gb,256gb,15.6,
lenovo ideapad 3,Lenovo,0.0,69000.0,amd,8gb,256gb,"14.0""",
dell vostro 3510,Dell,5.0,75000.0,i5,8gb,512gb,"15.6""",11th
"acer aspire 5,",Acer,0.0,55000.0,intel,4gb,256gb,"15.6""",11th
dell inspiron 5310,Dell,0.0,117000.0,i5,8gb,512gb,"13.3""",11th
msi modern 15,MSI,0.0,107000.0,ryzen,8gb,256gb,"15.6""",
lenovo legion 5,Lenovo,0.0,165000.0,ryzen,4gb,512gb,15.6,
dell latitude 3410,Dell,0.0,62000.0,i3,4gb,1tb,"14""",10th
msi gf63 thin,MSI,0.0,115000.0,i5,8gb,256gb,"15.6""",63 th
acer nitro5 intel,Acer,0.0,177900.0,intel,6gb,,,11th
lenovo ideapad 3,Lenovo,0.0,67000.0,i5,8gb,1tb,,10th
laptop dell vostro,Dell,0.0,75000.0,i5,8gb,256 ssd,15.6,
"ge66 raider 10sf,",MSI,0.0,330000.0,other,8gb,1tb,"15.6""",10th
msi gs66 stealth,MSI,0.0,235000.0,i7,6gb,512gb,"15.6""",10th
acer nitro 5,Acer,0.0,175000.0,ryzen,6gb,,15.6,
acer nitro 5,Acer,0.0,122000.0,i5,8gb,512gb,"15.6""",12th
msi gs66 stealth,MSI,0.0,255000.0,i7,6gb,512gb,"15.6""",10th
dell laptop vostro,Dell,0.0,48500.0,i3,4 gb,256 gb,"14 """,11 gen
dell vostro 3400,Dell,0.0,48000.0,intel,4gb,256 ssd,"14""",11th
msi modern 15,MSI,0.0,110000.0,i5,8gb,512gb,"15.6""",10th
dell vostro 3400,Dell,0.0,67999.0,i3,8gb,512gb,14',11th
dell gaming g5,Dell,0.0,155000.0,amd,8gb,512 gb,"15.6""",
msi gp76 leopard,MSI,0.0,259000.0,i7,6 gb,1tb,"17.3""",10th
acer laptop nitro,Acer,0.0,119999.0,i5,8gb,512gb,"15.6""",12th
lenovo thinkpad x1,Lenovo,0.0,176400.0,i5,6gb,512gb,"14""",10th
dell inspiron 5310,Dell,0.0,140000.0,i7,8gb,512gb,"13.3""",11th
dell vostro 3510,Dell,0.0,73000.0,i5,8gb,256gb,"15.6""",11th
dell inspiron 7501,Dell,0.0,147000.0,i5,8gb,512gb,"15.6""",10th
asus tuf a15,ASUS,0.0,221000.0,ryzen,6gb,1tb,"15.6""",
laptop dell latitude,Dell,0.0,92000.0,i5,8gb,1tb,"14 """,11gen
dell inspiron 7490,Dell,0.0,118000.0,i5,8gb,256gb,14',10th
asus zenbook 14,ASUS,0.0,151999.0,i5,6gb,512gb,"14""",12th
hp14 ryzen 33250u/8gb,HP,0.0,50999.0,ryzen,8gb,256gb,,
lenovo flex 5i,Lenovo,0.0,70000.0,i3,4gb,128gb,"14""",11th
dell inspiron 7490,Dell,0.0,125000.0,i5,8gb,512gb,14',10th
asus tuf gaming,ASUS,0.0,166400.0,amd,6gb,512gb,15.6,
laptop dell latitude,Dell,0.0,135000.0,i7,8gb,256 ssd,"14 """,11gen
acer swift 3,Acer,0.0,103000.0,intel,6gb,256gb,13.3',
laptop dell lalitude,Dell,0.0,112000.0,i5,8gb,256 ssd,"14 """,11gen
laptop acer aspire,Acer,0.0,59990.0,i3,4gb,1tb,"15.6""",10gen
modern 15 a11sbu,MSI,0.0,150000.0,intel,,,,11th
acer aspire fun,Acer,0.0,98000.0,i5,6gb,512gb,"14""",11th
dell vostro 3510,Dell,0.0,60000.0,i3,4gb,1tb,"15.6""",11th
acer swift 3,Acer,0.0,88000.0,ryzen,8gb,256gb,"14""",
dell inspiron 3511,Dell,0.0,85499.0,i5,2gb,512gb,"15.6""",
asus zenbook flip,ASUS,0.0,126990.0,amd,8gb,256gb,15.6,
msi summit e15,MSI,0.0,249000.0,i7,6gb,1tb,"15.6""",11th
asus tuf gaming,ASUS,0.0,148800.0,amd,8gb,512gb,15.6,
asus vivobook e410m,ASUS,0.0,32500.0,other,4gb,128gb,"14""",
msi modern 15,MSI,0.0,98000.0,ryzen,8gb,512gb,"15.6""",
dell inspiron 3511,Dell,0.0,82800.0,i5,2gb,512gb,"15.6""",11th
dell g5 15,Dell,0.0,165000.0,i7,6gb,1tb,"15.6""",10th
laptop acer aspire,Acer,0.0,79990.0,i5,8gb,1tb,15.6,11gen
