name,brandName,ratingScore,price,processor,ram,memory,displaySize,gen
acer aspire 5,Acer,0.0,80000.0,i5,8gb,256gb,"14""",11th
asus l510 celeron,ASUS,0.0,43500.0,other,8gb,128gb,1.1,
hp victus 16,HP,0.0,181390.0,i7,6gb,512gb,16.1,11th
acer swift 3,Acer,0.0,110000.0,i7,2gb,512gb,,11th
hp15 ef2126 ryzen,HP,0.0,65000.0,ryzen,6gb,256gb,15.6,
msi gf65 9sd,MSI,0.0,165000.0,i7,6gb,512gb,"15.6""",9th
asus tuf fa507re,ASUS,0.0,169999.0,amd,8gb,512gb,"15.6""",
msi gl75 leopard,MSI,0.0,190000.0,i7,2gb,512gb,"15.6""",10th
dell g5 15,Dell,0.0,199999.0,i7,,,"15.6""",711gen
msi ge75 raider,MSI,0.0,280000.0,i7,2gb,512gb,"17.3""",9th
dell g5 g5510,Dell,0.0,180000.0,i7,6gb,512gb,"15.6""",10th
lenovo legion 5,Lenovo,0.0,162800.0,amd,6gb,512gb,,
laptop dell vostro,Dell,0.0,75000.0,i5,4gb,1tb,15.6,
acer aspire 5,Acer,0.0,69500.0,i5,8 gb,256 gb,15.6,11 gen
hp 15 255,HP,3.0,70000.0,ryzen,8gb,256 ssd,"15.6""",
lenovo ideapad 3,Lenovo,0.0,53000.0,amd,4 gb,256 gb,"14""",
dell inspiron 14,Dell,0.0,150000.0,i7,6gb,512gb,"14""",12th
msi modern 14,MSI,0.0,100000.0,other,,,,
asus vivobook flip,ASUS,0.0,138800.0,ryzen,6gb,512gb,"14""",
"gf63 thin 10sc,",MSI,0.0,130500.0,intel,4gb,512gb,2.6,63 th
dell inspiron 3511,Dell,0.0,93000.0,i5,8gb,512gb,"15.6""",11th
dell inspiron 5510,Dell,0.0,97499.0,i5,8gb,256gb,15.6',11th
laptop dell lalitude,Dell,0.0,118000.0,i5,4gb,1tb,"14 """,11gen
dell vostro 3400,Dell,0.0,91000.0,i5,8gb,256gb,"14""",11th
asus vivobook e510,ASUS,0.0,49400.0,other,4gb,256gb,"15.6""",10th
acer spin 3,No Brand,0.0,183750.0,i7,,,,11th
dell vostro 3510,Dell,0.0,71999.0,i5,8gb,256gb,"15.6""",11th
ripple nova(32/512) 12gen,Ripple Device,0.0,174000.0,intel,,,,12gen
msi modern 15,MSI,0.0,98000.0,ryzen,8gb,512gb,"15.6""",
msi modern 14,MSI,0.0,113000.0,ryzen,8gb,256gb,"14""",
msi summit b15,MSI,0.0,168000.0,i7,8gb,512gb,"15.6""",11th
msi stealth 15m,MSI,0.0,223000.0,i7,6gb,512gb,"15.6""",11th
microsoft surface pro,Microsoft,0.0,164800.0,i5,8gb,256gb,12.3,
asus vivobook 14,ASUS,0.0,95000.0,i5,8gb,256gb,"14""",11th
hp victus gaming,HP,0.0,110000.0,ryzen,,,,
msi gl65 9sdk,MSI,0.0,185000.0,i7,6gb,256gb,"15.6""",9th
asus rog strix,ASUS,0.0,288000.0,ryzen,6gb,1tb,"15.6""",
asus vivobook s14,ASUS,0.0,118800.0,i5,8gb,512gb,"14""",11th
asus tuf f15,ASUS,0.0,183000.0,i7,6gb,512gb,"15.6""",11th
hp envy x360,HP,0.0,155555.0,other,,,,
asus laptop 11,ASUS,0.0,49400.0,i3,4 gb,256 gb,"14""",11 gen
asus vivobook 14,ASUS,0.0,63000.0,i3,4gb,256gb,"14""",10th
razer blade 15,Razer,0.0,168800.0,i7,6gb,256gb,15.6,10 gen
lenovo ideapad 3,Lenovo,0.0,55000.0,ryzen,4gb,256ssd,,
msi gl65 leopard,MSI,0.0,250000.0,i7,2gb,512gb,"15.6""",10th
gf63 thin 11uc,MSI,0.0,172500.0,intel,,,,63 th
asus tuf dash,ASUS,0.0,278000.0,i7,6gb,1tb,"15.6""",11th
msi prestige 15,MSI,0.0,241000.0,i7,6gb,1tb,"15.6""",11th
msi ge76 raider,MSI,0.0,320000.0,i7,6gb,2tb,"17.3""",10th
hp victus 15,HP,0.0,146800.0,i7,6gb,512gb,15.6,12th
acer spin 3,Acer,0.0,90000.0,i5,8gb,512gb,"14""",11th
dell vostro 3400,Dell,0.0,55000.0,i3,8 gb,256 gb,"14 """,11 gen
asus r410ma intel,ASUS,0.0,38350.0,intel,4gb,128gb,"14""",
lenovo 3 laptop,Lenovo,0.0,50350.0,i3,4 gb,128 gb,"15.6""",11 gen
dell inspiron 13,Dell,0.0,100980.0,intel,6gb,512gb,"13.3""",
asus rog zephyrus,ASUS,0.0,265000.0,ryzen,6gb,1tb,"15.6""",
msi bravo 15,MSI,0.0,135000.0,ryzen,8gb,512gb,"15.6""",
avita model no.,Avita,0.0,93000.0,other,,,,
"modern 15 a11sbu,",MSI,0.0,135000.0,i5,8gb,512gb,"15.6""",11th
acer aspire 3,Acer,0.0,48500.0,ryzen,4gb,256gb,"15.6""",
lenovo ideapad flex,Lenovo,0.0,65900.0,i3,4gb,128gb,"14""",11gen
msi creator 15,MSI,0.0,360000.0,i7,2gb,1tb,"15.6""",10th
asus tuf f15,ASUS,0.0,162000.0,i7,6gb,512gb,"15.6""",11th
asus vivobook x515ja,ASUS,0.0,115000.0,i7,8gb,512gb,"14""",10th
msi bravo 15,MSI,0.0,155000.0,ryzen,8gb,512gb,15.6',
acer aspire 3,Acer,0.0,59000.0,ryzen,8gb,128gb,1.9,
dell inspiron 3511,Dell,0.0,83000.0,i5,8gb,512gb,"15.6""",11th
"gf63 thin 10sc,",MSI,0.0,142500.0,intel,4gb,512gb,2.6,63 th
asus tuf f15,ASUS,0.0,235000.0,i7,6gb,1tb,"15.6""",12th
msi modern 14,MSI,0.0,135000.0,i5,8gb,512gb,"14""",11th
lenovo ideapad 3,Lenovo,0.0,85000.0,ryzen,8gb,256gb,"15.6""",
dell vostro 3400,Dell,0.0,47499.0,i3,4gb,256gb,"14""",11th
msi modern 15,MSI,0.0,147000.0,i7,,,,
asus tuf f15,ASUS,0.0,152000.0,ryzen,2gb,512gb,15.6,
hp elitebook 8440,HP,0.0,40000.0,other,,,,
asus vivobook 14,ASUS,0.0,101999.0,i5,8gb,512gb,"14""",12th
asus vivobook x415ma,ASUS,0.0,49300.0,other,4gb,256gb,"14""",
hp 15sfq5022n /,Lenovo,0.0,79500.0,i5,8gb,512 gb,15.6,
dell vostro 3400,Dell,0.0,55100.0,i3,8gb,256gb,14',11th
dell gaming 3590,Dell,0.0,115000.0,i5,8gb,512gb,"15.6""",10th
asus vivobook 14,ASUS,0.0,108000.0,ryzen,8gb,512gb,"14""",
lenovo ideapad 3,Lenovo,0.0,49400.0,amd,4 gb,256 gb,"14 """,
msi gs75 stealth,MSI,0.0,280000.0,i7,6gb,1tb,"17.3""",9th
ripple nova(16/256 gb),Ripple Device,0.0,162000.0,intel,6 gb,256 gb,,12gen
dell vostro 3510,Dell,0.0,85000.0,i5,8gb,512gb,"15.6""",11th
dell latitude 3420,Dell,0.0,90000.0,i5,8 gb,256 gb,"14 """,11 gen
asus vivobook s14,ASUS,0.0,118800.0,i5,8gb,512gb,"14""",11th
lenovo thinkpad l13,Lenovo,0.0,169500.0,other,,,,13 gen
asus rog zephyrus,ASUS,0.0,255000.0,m1,6gb,512gb,"16""",11th
macbook air m2,Apple,0.0,183000.0,m2,6gb,256gb,"13.6""",
modern 15 a11m,MSI,0.0,117000.0,other,,,,
msi gf63 thin,MSI,0.0,152000.0,i7,8gb,512gb,"15.6""",63 th
asus tuf f15,No Brand,0.0,125000.0,i5,8gb,512gb,"15.6""",10th
"macbook pro 13""",Apple,0.0,215000.0,m2,6gb,256gb,"13""",
hp 15da2180nia i5,HP,0.0,77900.0,i5,4 gb,1 tb,"15.6""",10th
msi gf63 thin,MSI,0.0,115000.0,i5,8gb,256gb,"15.6""",63 th
dell laptop inspiron,Dell,0.0,79999.0,i5,8 gb,512 gb,15.6,11 gen
msi gp65 leopard,MSI,0.0,195000.0,i7,2gb,512gb,"15.6""",10th
dell inspiron 3511,Dell,0.0,84500.0,i5,8gb,512gb,"15.6""",11th
acer predator helios,Acer,0.0,160390.0,i5,6gb,512gb,"15.6""",11th
lenovo thinkbook 14,Lenovo,0.0,123000.0,ryzen,8gb,512ssd,"14""",14 gen
msi prestige 14,MSI,0.0,193000.0,i7,6gb,512gb,"14""",11th
msi modern 15,MSI,0.0,137000.0,i5,8gb,512gb,"15.6""",11th
asus rog zephyrus,ASUS,0.0,304888.0,m1,,,,
asus rog zephyrus,ASUS,0.0,242821.0,ryzen,,,,
msi gf63 thin,MSI,0.0,148320.0,i5,,,,63 th
hp laptop 15,HP,0.0,107000.0,i5,8gb,512gb,"15.6""",
dell vostro 3510,Dell,0.0,79000.0,i5,8gb,256 ssd,,11 gen
asus vivobook 14,ASUS,0.0,76500.0,i5,8gb,256gb,,11th
"modern 15 a11sbu,",MSI,0.0,135000.0,i5,8gb,512gb,"15.6""",
msi modern 14,MSI,0.0,135000.0,i5,8gb,512gb,"14""",11th
msi prestige 14,MSI,0.0,173000.0,i5,6gb,512gb,"14""",11th
"delta 15, amd",MSI,0.0,249000.0,amd,6gb,512gb,"5.6""",
asus zenbook flip,ASUS,0.0,146000.0,i5,6gb,512gb,"13.3""",11th
msi gf65 10sdr,MSI,0.0,168000.0,i5,8gb,512gb,"15.6""",10th
msi ge66 raider,MSI,0.0,306000.0,i7,6gb,1tb,"15.6""",10th
acer swift 3,Acer,0.0,105000.0,amd,2gb,512gb,,
asus zenbook 13,ASUS,0.0,135000.0,i5,8gb,512gb,"13.3""",11 gen
asus vivobook e410ma,ASUS,0.0,49000.0,other,4gb,256gb,"14""",
lenovo yoga 6,Lenovo,0.0,115000.0,amd,8gb,512gb,"14""",
hp 15 ryzen,HP,0.0,69825.0,ryzen,8 gb,256 gb,"15.6""",
msi pulse gl66,MSI,0.0,259000.0,i7,6gb,1tb,"15.6""",1th
asus vivobook 14,ASUS,0.0,88500.0,i5,8gb,512gb,,11th
dell inspiron 7300,No Brand,0.0,118000.0,i5,8gb,256ssd,"13.3""",511th
asus vivobook x415,ASUS,0.0,65000.0,i3,4gb,256gb,,11th
asus vivobook flip,ASUS,0.0,120000.0,i5,8gb,512gb,"14""",11th
acer aspire 5,Acer,0.0,114990.0,i7,6gb,512gb,15.6,12th
asus rog strix,No Brand,0.0,302400.0,ryzen,6gb,1tb,"15.6""",
"modern 14 b11mou,",MSI,0.0,112000.0,i5,8gb,512gb,"14.0""",
hp victus 15,HP,0.0,100000.0,i5,8gb,512gb,15.6,12th
msi gf65 10ue,MSI,0.0,208000.0,i7,2gb,512gb,"15.6""",10th
hp victus 15,HP,0.0,97999.0,i5,8gb,512gb,"15.6""",
dell inspiron 3511/,Dell,0.0,79800.0,intel,8 gb,256 gb,15.6,11th
acer aspire 3,Acer,0.0,59999.0,amd,4 gb,128 gb,15.6,
dell inspiron 15,Dell,0.0,86500.0,i5,8gb,512 ssd,"15.6""",
dell inspiron 3511,Dell,0.0,87999.0,intel,8gb,512gb,"15.6""",11th
avita essential 14,Avita,0.0,48000.0,intel,,,"14 """,
dell xps 13,Dell,0.0,235000.0,intel,6gb,512gb,"13.4""",12th
acer aspire a51454501z,Acer,0.0,78000.0,intel,8gb,256gb,,11th
laptop dell latitude,Dell,0.0,121000.0,i5,8gb,256gb,"14 """,11gen
lenovo legion 5,Lenovo,0.0,200000.0,other,6gb,512gb,,
msi prestige 14,MSI,0.0,188000.0,i7,6gb,512gb,"14""",10th
msi gs66 stealth,MSI,0.0,386000.0,i7,2gb,1tb,"15.6""",10th
hp omen 16,HP,0.0,160000.0,i7,6gb,,"16.1""",
"lenovo ip3, core",Lenovo,0.0,63900.0,i3,8gb,256gb,3.0,11th
lenovo ideapad 3,Lenovo,0.0,61900.0,i3,8gb,256gb,3.0,11th
dell g3 3590,Dell,0.0,120000.0,i5,8gb,512gb,15.6,9th
hp probook 630,HP,0.0,127000.0,i7,8gb,512gb,"13.3""",11th
acer aspire 3,Acer,0.0,95000.0,i5,8gb,256gb,"15.6""",512th
msi modern 14,MSI,0.0,147000.0,i7,8gb,512gb,"14""",11th
lenovo ideapad slim,Lenovo,0.0,39000.0,intel,4gb,256gb,15.6,
dell inspiron 5410,Dell,0.0,105000.0,i5,8gb,512gb,"14""",
"hp notebook 15,",HP,0.0,68000.0,amd,8gb,256gb,"15.6""",
lenovo ideapad flex,Lenovo,0.0,68000.0,ryzen,4gb,128gb,,
dell inspiron 3511,Dell,0.0,61000.0,i3,4gb,128gb,"15.6""",11th
hp envy x360,HP,0.0,130000.0,intel,8gb,512gb,13.3,12th
asus vivobook 14,ASUS,0.0,65000.0,i3,4gb,256gb,"14""",11th
asus vivobook e510,ASUS,0.0,49400.0,other,4gb,256gb,"15.6""",10th
"creator m16a11uc, i7",MSI,0.0,218500.0,m1,4gb,,2.30,16 th
asus rog strix,ASUS,0.0,174222.0,ryzen,,,,
modern 14 b5m,MSI,0.0,100000.0,other,,,,
asus zephyrus g14,ASUS,0.0,247000.0,ryzen,6gb,1tb,"14""",
acer nitro 5,Acer,0.0,158000.0,amd,6gb,512 gb,15.6,
dell g5 ryzen,Dell,0.0,132000.0,ryzen,8gb,256gb,,
msi bravo 15,MSI,0.0,155000.0,ryzen,8gb,512gb,15.6',
hp victus 16,HP,0.0,165000.0,i7,6gb,512gb,"16.1""",
dell vostro 3510,Dell,4.0,70999.0,i5,8gb,256 gb,,11th
asus f415ea i5,ASUS,5.0,74500.0,i5,8gb,256ssd,"14""",11th
lenovo thinkpad l13,Lenovo,0.0,189000.0,other,,,,13 gen
lenovo ideapad 3,Lenovo,0.0,67000.0,ryzen,8gb,256ssd,"14""",
asus 14 laptop,ASUS,0.0,34500.0,other,4 gb,128 gb,"14""",
asus rog zephyrus,ASUS,0.0,470000.0,amd,2gb,1tb,"15.6""",
dell g5 15,Dell,0.0,175000.0,i7,6gb,512gb,15.6,10th
"modern 14 b10mw,",MSI,0.0,102000.0,intel,8gb,,"14.0""",
msi creator 15,MSI,0.0,418000.0,i7,2gb,1tb,"15.6""",10th
lenovo legion 5,Lenovo,0.0,205000.0,ryzen,6 gb,512 ssd,15.6,
laptop dell vostro,Dell,0.0,72200.0,i5,8 gb,256 gb,,
lenovo s540 ultra,Lenovo,0.0,78000.0,intel,6gb,512gb,"13.3""",10th
hp 14s 11th,HP,0.0,105000.0,intel,2gb,512gb,"14 """,11th
asus vivobook m1603qar7512,ASUS,0.0,114990.0,m1,6gb,512gb,,
dell vostro 3510,Dell,0.0,110000.0,intel,8gb,512gb,"15.6""",711th
dell g5 15,Dell,0.0,157900.0,ryzen,,,"15.6""",
lenovo legion 5,Lenovo,0.0,218800.0,amd,6gb,512gb,15.6,
asus rog zephyrus,ASUS,0.0,390000.0,m1,2gb,1tb,"16""",12th
dell alienware gaming,Dell,0.0,400000.0,ryzen,6gb,1tb,,
dell vostro 3510,Dell,0.0,82000.0,i5,8 gb,512 gb,15.6,11 gen
laptop hp probook,HP,0.0,89990.0,i5,,,"14 """,
asus zenbook 14,ASUS,0.0,127000.0,i5,8gb,512gb,"14""",11 gen
dell inspiron 13,Dell,0.0,110000.0,i5,8gb,512gb,,11th
xiaomi redmibook 15pro,Xiaomi,0.0,89999.0,i5,8gb,512gb,,11th
asus zenbook 14x,No Brand,0.0,214000.0,i7,6gb,1tb,14',
msiprestige15a11scsi7 11gen16gb1t.b ssd1650ti,MSI,0.0,213000.0,i7,6gb,,,11gen
hp omen 16,HP,0.0,204000.0,i7,6gb,,"16.1""",
hp omen 16,Acer,3.0,172500.0,i7,6gb,512gb,,
acer nitro 5,Acer,4.0,107350.0,i5,8gb,512 gb,,11 gen
dell inspirion 3505,Dell,0.0,79000.0,ryzen,8gb,256gb,"15.6""",
acer aspire 5,Acer,0.0,78500.0,intel,8gb,256 gb,,12th
msi delta 15,MSI,0.0,249000.0,other,,,,
asus rog strix,ASUS,0.0,398000.0,ryzen,6gb,1tb,,
asus vivobook x515ja212,ASUS,0.0,61900.0,i3,8gb,256gb,15.6,10th
hp 15ef2127 amd,HP,0.0,77000.0,amd,6gb,256gb,2.1,
"modern 14 b11mou,",MSI,0.0,126000.0,intel,8gb,512gb,"14.0""",
hp 14 i311th,HP,5.0,64000.0,i3,8gb,256gb,"14""",311th
msi gl65 9sck,MSI,0.0,150000.0,i7,6gb,256gb,"15.6""",9th
dell vostro 3510,Dell,0.0,56000.0,i3,4gb,256 gb,"15.6""",11th
msi note book,MSI,0.0,195000.0,other,,,,
lenovo thinkpad l14,Lenovo,0.0,152000.0,intel,2gb,512gb,"14""",14 gen
dell inspiron 3511,Dell,4.0,90000.0,i5,2gb,1tb,"15.6""",11th
asus e410 intel,ASUS,0.0,51450.0,intel,4gb,128gb,"14""",
dell vostro 3400,Dell,0.0,50490.0,i3,4gb,256 gb,,
dell inspiron 3511/core,Dell,0.0,90500.0,i5,6gb,512gb,"15.6""",11th
msi modern 15,MSI,0.0,135000.0,i5,,,,
asuspro p1440f intel,ASUS,0.0,46999.0,intel,4gb,128gb,"14""",
laptop dell vostro,Dell,0.0,54500.0,i3,4 gb,1 tb,,
dell inspiron 3511,Dell,0.0,82649.0,i5,8gb,256 ssd,"15.6""",
hp 15s laptop,HP,0.0,100000.0,intel,8gb,512gb,,11th
laptop dell latitude,Dell,0.0,135000.0,i7,8gb,256gb,"14""",11gen
msi leopard gp66,MSI,0.0,345500.0,i7,6gb,1tb,,11th
dell inspirion 3501,Dell,0.0,114000.0,i7,8gb,512gb,15.6,11th
katana gf66 11ud,MSI,0.0,189900.0,other,,,,
dell inspiron 5410,Dell,0.0,135999.0,i7,8gb,512gb,14',11th
laptop dell latitude,Dell,0.0,142000.0,i7,6gb,512 ssd,"14 """,11gen
msi gf63 thin,MSI,0.0,125500.0,i5,,,,63 th
hp laptop 14sdq2555tu,HP,0.0,97777.0,intel,8 gb,512 gb,"14""",
acer aspire 5,Acer,0.0,92000.0,i5,8gb,256gb,"15.6""",12th
msi modern 14,MSI,0.0,102000.0,i5,,,,
msi modern 14,MSI,0.0,113000.0,ryzen,8gb,256gb,"14""",
acer aspire 3,Acer,0.0,82000.0,i5,8gb,256gb,15.6,12th
dell g5 15,Dell,0.0,211500.0,ryzen,,,"15.6""",
laptop acer aspire,Acer,0.0,91999.0,i5,8gb,128gb,"14 """,11gen
dell inspiron 15,Dell,0.0,64900.0,i3,,,,
"macbook pro 14""",Apple,0.0,280000.0,other,6gb,512gb,"14""",
msi summit b15,MSI,0.0,138000.0,i5,8gb,512gb,"15.6""",11th
asus vivobook 15,ASUS,0.0,144000.0,i7,6gb,512gb,"15.6""",11th
specifications of dell,Dell,0.0,87000.0,i5,8gb,256gb,"15.6""",
acer aspire 5,Acer,0.0,75498.0,other,8gb,256gb,"14""",
avita liber v14,Avita,0.0,85000.0,i5,8gb,512gb,,10th
msi modern 14,MSI,0.0,147000.0,i7,8gb,512gb,"14""",11th
asus tuf f15,ASUS,0.0,235000.0,i7,6gb,1tb,"15.6""",12th
hp victus 15,HP,0.0,110000.0,i5,4gb,512gb,"15.6""",12th
acer aspire 5,Acer,0.0,75000.0,i5,8 gb,256 gb,15.6,11 gen
lenovo ideapad 3,Lenovo,0.0,51800.0,ryzen,4gb,256ssd,"14""",
asus tuf dash,ASUS,0.0,205000.0,i7,6gb,512gb,"15.6""",11th
acer travelmate i5,Acer,0.0,80000.0,i5,8gb,256gb,"14""",10th
acer aspire 5,Acer,0.0,62000.0,i3,4gb,1tb,"15.6""",11th
dell vostro 3400,Dell,0.0,80999.0,i5,8gb,512gb,,11th
acer predator helios,Acer,0.0,194800.0,intel,6gb,512 ssd,15.6,
acer swift 3,Acer,0.0,95950.0,i7,8 gb,256 gb,"14 """,11 gen
dell inspirion 3501,Dell,0.0,85990.0,i5,4gb,1tb,"15.6""",11th
asus rog zephyrus,ASUS,0.0,293000.0,ryzen,6gb,1tb,14',
asus vivobook x513e,ASUS,0.0,50900.0,i3,4gb,256gb,15.6,11th
modern 14 b10mw,MSI,0.0,102000.0,intel,,,,10th
hp victus 16,HP,0.0,131250.0,ryzen,8gb,256gb,"15.6""",
asus zenbook 13,ASUS,0.0,135000.0,i5,8gb,512gb,"13.3""",11 gen
asus vivobook x515ea,ASUS,0.0,89000.0,i5,8gb,512gb,15.6,11th
msi gf63 thin,MSI,0.0,165600.0,i7,,,,63 th
asus transformer t101hac4gr,ASUS,0.0,33000.0,other,4gb,,"10.1""",
lenovo ip3 10th,Lenovo,5.0,65000.0,i3,4gb,1tb,,10th
asus l510mawb04 celeron,ASUS,0.0,49000.0,other,4gb,128 ssd,"15.6""",10 gen
asus zenbook 14,ASUS,0.0,171999.0,i7,6gb,512gb,"14""",12th
hp pavilion laptop,HP,0.0,140000.0,i7,8 gb,512 gb,,
dell inspiron 13,Dell,0.0,110000.0,i5,8gb,512gb,,11th
"hp 15ef1071wm 15.6""",HP,0.0,54999.0,amd,8gb,128gb,"15.6""",
dell inspiron 7405,Dell,0.0,95000.0,ryzen,8gb,256gb,,
microsoft surface 3,Microsoft,0.0,249000.0,i7,6gb,256gb,"15""",7gen
asus tuf dash,ASUS,0.0,184990.0,i7,6gb,512gb,"15.6""",11th
hp omen 16,HP,0.0,199000.0,i7,6gb,,"16.1""",
acer extensa 15,Acer,0.0,69900.0,i5,8gb,512gb,15.6,
dell vostro 3400,Dell,0.0,55000.0,i3,8gb,256gb,,11th
msi morden b11m,MSI,0.0,98000.0,intel,8 gb,512 ssd,14.0,11th
"modern 15 a11sbu,",MSI,0.0,150000.0,i7,2gb,512gb,"15.6""",11th
asus rog zephyrus,ASUS,0.0,235500.0,amd,6gb,1tb,,
msi gf63 thin,MSI,0.0,136800.0,i7,,,,63 th
"lenovo ip3 ,gaming",Lenovo,0.0,108000.0,i5,8gb,256gb,"15.6""",11th
dell inspiron 7506,Dell,0.0,115000.0,other,,,,
lenovo thinkpad p14s,Lenovo,0.0,230000.0,intel,6gb,512gb,,12 gen
asus rog zephyrus,ASUS,0.0,255000.0,m1,6gb,512gb,"16""",11th
msi gf63 thin,MSI,0.0,110000.0,i5,8gb,256gb,"15.6""",63 th
"hp laptop 15sdu3538tu,",HP,0.0,85000.0,intel,,,,
dell vostro 3510,Dell,0.0,86000.0,i5,8gb,256gb,"15.6""",11th
acer spin 3/,Acer,0.0,95000.0,other,8 gb,256 gb,"14""",
dynabook/intel celeron/4gb ddr4/128gb,No Brand,0.0,47500.0,intel,4gb,128gb,,
lenovo thinkbook 13s,Lenovo,0.0,121999.0,i5,6gb,512gb,"13.3""",11th
acer laptop a51556g,Acer,0.0,103900.0,i5,,,,
lenovo v14 /,Lenovo,0.0,48300.0,i3,,,,10th
acer aspire 3,Acer,0.0,60000.0,ryzen,4gb,1tb,"14""",
hp notebook 15,HP,0.0,81200.0,i5,8gb,512gb,"15.6""",12gen
dell vostro 3510,Dell,0.0,60000.0,i3,4gb,1tb,"15.6""",11th
lenovo flex5 15itl05,Lenovo,5.0,170000.0,i7,6gb,1tb,15.6,
modern 15 a11mu652us,MSI,0.0,125000.0,other,,,,
hp victus 15,HP,0.0,165000.0,i7,6gb,512gb,"15.6""",
acer extensa 15,Acer,0.0,69999.0,i5,8gb,512ssd,,11th
"acer swift 3,",Acer,5.0,97000.0,i7,8gb,256gb,"14""",11th
"modern 15 a11mu,",MSI,0.0,118000.0,i5,8gb,512gb,"15.6""",
dell xps 13,Dell,0.0,255000.0,i7,6gb,512gb,13.3',11 gen
acer nitro 5,Acer,0.0,159600.0,i7,,,,
dell vostro 3400,Dell,0.0,70290.0,i5,8gb,256 gb,,
dell inspiron 7306,Dell,0.0,188000.0,i7,6gb,512gb,13.3',11th
asus vivobook r565eaus31t,ASUS,0.0,58999.0,intel,4gb,128gb,"15.6""",
dell inspiron 3511,Dell,0.0,85000.0,i5,8gb,512gb,"15.6""",11th
hp victus 15,HP,0.0,132500.0,i5,8gb,512gb,15.6,12th
dell g5 15,Dell,0.0,150000.0,i5,8gb,256ssd,,
dell g5 15,Dell,0.0,226900.0,i7,,,"15.6""",711gen
acer nitro 5,Acer,0.0,120000.0,ryzen,4gb,,15.6,
acer aspire 3,Acer,0.0,60000.0,ryzen,4gb,1tb,"14""",
asus vivobook 15,ASUS,0.0,93000.0,ryzen,8gb,256gb,"15.6""",
dell inspiron 15,Dell,0.0,88900.0,i5,4gb,1tb,,
dell g5 g5510,Dell,0.0,180000.0,i7,6gb,512gb,"15.6""",10th
acer swift 3,No Brand,0.0,178500.0,i7,,,,11th
hp envy x360,HP,0.0,129000.0,intel,8gb,512gb,"13.3""",12th
hp 15sdu2101tu 15.6,HP,0.0,78500.0,intel,4gb,1tb,15.6,10th
dell xps 13,Dell,0.0,215000.0,i7,6gb,512gb,13.3',11th
asus tuf dash,ASUS,0.0,170000.0,i5,6gb,,,11th
asus rog strix,ASUS,0.0,158000.0,ryzen,6gb,512gb,"15.6""",
dell inspiron g5,Dell,0.0,110000.0,i5,6gb,512gb,15.6,510th
gf63 thin 11uc,MSI,0.0,154500.0,intel,,,,63 th
hp omen 16,HP,0.0,180000.0,i7,6gb,512 ssd,16.1,711th
dell vostro 3510,Dell,0.0,106499.0,i7,8gb,512gb,"15.6""",11th
"hp 14"" fhd,",HP,0.0,51999.0,amd,4gb,1tb,"14""",
acer aspire 5,Acer,0.0,68500.0,amd,8gb,256gb,15.6,
acer nitro 5,Acer,0.0,120000.0,i5,8gb,512gb,"15.6""",11th
lenovo ideapad flex,Lenovo,0.0,56500.0,amd,4gb,128 gb,,
lenovo legion 5,Lenovo,0.0,194500.0,ryzen,6gb,,,
dell inspiron 7306,Dell,0.0,188000.0,i7,6gb,512gb,13.3',11th
acer aspire 3,Acer,0.0,90000.0,i5,8gb,256gb,"15.6""",11th
asus tuf f15,ASUS,0.0,162000.0,i7,6gb,512gb,"15.6""",11th
hp 15ef2126 ryzen,HP,0.0,78000.0,ryzen,8gb,512 gb,15.6,
acer swift 3,Acer,0.0,103000.0,intel,8gb,256gb,3.0,11th
msi gf63 thin,MSI,0.0,135840.0,i5,,,,63 th
msi ge66 raider,MSI,0.0,285000.0,i7,,,,
dell inspiron 3511,Dell,0.0,112000.0,i5,8gb,512gb,"15.6""",11th
dell vostro 3400,Dell,0.0,49400.0,i3,4gb,1tb,14',311th
"delta 15, amd",No Brand,0.0,225000.0,amd,0gb,,,
level51 gg gaming,No Brand,0.0,190000.0,i7,6gb,500gb,15.6,
hp victus 15,HP,0.0,119000.0,i5,8gb,512gb,,12th
dell inspiron 5310,Dell,0.0,145000.0,i7,6gb,512gb,"13.3""",11th
msi modern 15,MSI,0.0,132000.0,i7,,,,
acer travelmate p2,Acer,0.0,53000.0,i3,8gb,256gb,14',
msi stealth gs77,MSI,0.0,246800.0,i7,6gb,1tb,17.3,12th
asus tuf f15,ASUS,5.0,110500.0,i5,8gb,512gb,"15.6""",10th
msi delta 15,MSI,0.0,249000.0,other,,,,
asus vivobook pro,ASUS,0.0,194000.0,ryzen,6gb,1tb,"15.6""",
acer swift 3,Acer,0.0,99000.0,i7,8gb,256gb,"14""",11th
acer aspire 5,Acer,0.0,67000.0,i3,4gb,256gb,"15.6""",12th
acer aspire 5,Acer,0.0,71900.0,intel,8gb,256gb,"14""",11th
dell vostro 7500,Dell,0.0,175000.0,i7,6gb,1tb,"15.6""",10th
hp laptop 15s,HP,0.0,132222.0,i7,8 gb,512 gb,,
dell gaming 3590,Dell,0.0,100000.0,i5,8gb,512gb,"15.6""",9th
dell inspiron 3505,Dell,0.0,98000.0,ryzen,8gb,512gb,"15.6""",
acer triton 300,Acer,0.0,225000.0,i7,6gb,,,11th
dell g5 15,Dell,0.0,170000.0,i7,6gb,512gb,"15.6""",10th
lenovo thinkpad l14,Lenovo,0.0,195000.0,i7,8gb,,"14""",14 gen
asus vivobook flip,ASUS,0.0,120000.0,i5,8gb,512gb,"14""",11th
