name,brandName,ratingScore,description,price
"ASUS  Vivobook X513EA / Intel core i3 11th Gen / 4GB RAM / 256 SSD / 15.6"" FHD -Grey",ASUS,4.5,"['Asus Vivobook X513', 'i3 11th gen processor', '256 gb nvme ssd', '4 gb ddr 3 ram', '15.6 full hd screen beezel less', 'slim model', 'grey color']",57000.00
"Asus VivoBook Flip TM420UA RYZEN 5500U / 8GB RAM / 512GB SSD / 14"" FHD 360 Touch Display / Stylus Support",ASUS,0,"['CPU:  AMD Ryzen 5 5500U Processor (8M Cache, up to 4.0GHz, 6 cores)', 'Graphics: AMD Radeon™ Graphics', 'Memory: 8GB (4GB onboard + 4GB SO-DIMM) DDR4 3200MHz RAM, Upgradeable Up to  12GB using 1x SO-DIMM Slot', 'Display: Touch screen, 14.0-inch, LCD, FHD (1920 x 1080) 16:9, IPS-level  Panel, Glossy display, LED Backlit, 250nits, NTSC: 45%, Screen-to-body ratio:  82 %, With stylus support', 'Connections: 1 x COMBO audio jack | 1 x Type-C USB 3.0 (USB 3.1 Gen 1) | 1  x USB 3.0 port(s) Type A | 2 x USB 2.0 port(s) Type A 1 x HDMI | 1 x  Fingerprint reader (Optional) | 1 x SD card reader | 1 x AC adapter plug | 1  x Volume up/down', 'Networking: Wi-Fi- Integrated Wi-Fi 5 (802.11 ac (2x2)) | Bluetooth-  Bluetooth® 4.2', 'Storage: 512GB SSD', 'Size Height x width x depth 327 x 224.75 x 17.6 mm (WxDxH) (w/ 3-Cell  Battery)', 'Battery: 3 -Cell 42 Wh Polymer Battery | Up to 10 hours of video playback |  Up to 9 hours of web browsing', 'Camera Webcam: 720p', 'WeightNB: 1.5 kg with battery', 'Keyboard and Touchpad: Chiclet keyboard | Illuminated chiclet  keyboard', 'Audio: Built-in 2 W Stereo Speakers with Digital Array Microphone |  Supports Windows 10 Cortana with Voice | ASUS SonicMaster Premium Technology']",116000.00
"Asus F415 I3 11Th Gen 4gb Ram 256Ssd Backlid  Keyboard Finger Sensor Win Genuine 14"" Display",ASUS,0,"['Brand:ASUS', 'Display Size:14 Inch', 'CPU Cores:Dual Core', 'Ram Memory:4GB', 'Storage Capacity:256GB', 'Processor:Intel Core i3', 'Operating System:Windows', 'Generation:11th']",55000.00
"Dell Vostro 3510 Intel Core i7 11th Generation I 8GB DDR4 RAM I 512GB SSD I NVIDIA MX350 2GB Graphics I 15.6"" FHD Display",Dell,0,"['11th Gen Intel core i7-1165G7 Processor.', '8 GB DDR4 Sodimm RAM', '512GB SSD Storage for smooth performance.', 'Nvidia GeForce MX350 GDDR5 Graphics.', '15.6"", FHD 1920x1080, 60Hz, Non-Touch, AG, WVA, LED-Backlit, Narrow Border.', 'Full Keyboard with English - Arabic language.', 'One Year warranty against manufacturing defects.']",107999.00
"Dell Alienware M15 R6 i7 11800H / RTX 3070 GDDR6 / 32GB RAM / 1TB SSD / 15.6"" QHD 240Hz Display",Dell,0,[],360000.00
"Dell Inspiron 3511 I3 11th Gen / 4GB RAM / 256GB SSD / 15.6"" FHD Display",Dell,0,"['Brand:  Dell', 'CPU: 11th Generation Intel® Core™ i3-1115G4 Processor (6MB Cache, up to 4.1  GHz)', 'Graphics: Intel UHD Graphics', 'Memory: 4GB DDR4, 2666MHz | Expandable up to 16GB', 'Display: 15.6-inch IPS display; Full-HD (1920 x 1080 pixels) resolution;  Anti-glare LED Backlight Non-Touch Narrow Border WVA Display', 'Type: Budget Notebook', 'Connections: 1 USB 2.0 | 1 USB 3.2 Gen 1 Type-C (Optional with discrete  graphics) | 1 HDMI 1.4 | 1 Ethernet RJ-45 | 2 USB 3.2 Gen 1 Type-A | 1  Headset Jack', 'Networking: 802.11ac + wifi', 'Storage: 128GB SSD + 1tb hdd', 'Height (front): 17.50 mm (0.68"") x Height (rear): 18.99 mm  (0.74"") x Width: 358.50 mm (14.11"") x Depth: 235.56 (9.27"")', 'Battery: 3-Cell 42 Watt-Hours Integrated', 'Camera Webcam: 720p', 'Weight: 1.85kg', 'Audio: 2 tuned speakers with Waves MaxxAudio Pro 1 combo  headphone/microphone jack']",64000.00
"Acer Nitro 5 2021 AMD Ryzen 7 5800H / RTX 3060 / 16GB RAM / 512 SSD / 15.6"" FHD 144Hz display",Acer,0,[],170000.00
"Asus VivoBook 14 X415EA I3 11th Gen / 4GB RAM / 256GB SSD / Backlight Keyboard /14"" FHD Display",ASUS,0,"['Brand:  Asus', 'CPU: Intel Core i3-1115G4 Processor 3.0 GHz (6M Cache, up to 4.1 GHz, 2  cores)', 'Graphics: Intel UHD Graphics', 'Memory: 4GB DDR4 onboard Can Be upgraded', 'Display: 4.0-inch IPS display; Full-HD (1920 x 1080 pixels) resolution;  16:9 aspect ratio, Anti-glare display, LED Backlit, 250nits brightness, NTSC:  45%', 'Type: Budget laptop', 'Connections: 1x USB 3.2 Gen 1 Type-A | 1x USB 3.2 Gen 1 Type-C | 2x USB 2.0  Type-A | 1x HDMI 1.4 | 1x 3.5mm Combo Audio Jack | 1x DC-in', 'Networking: Wi-Fi 5(802.11ac)+Bluetooth 4.1 (Dual-band) 1*1', 'Storage: 256Gb SSD HDD Can Be Added', 'Size height x width x depth 32.54 x 21.60 x 1.99 ~ 1.99 cm (12.81"" x  8.50"" x 0.78"" ~ 0.78"")', 'Battery: 2 -Cell 37 Wh Polymer Battery', 'camera webcam: 720p', 'Weight: 1.6 Kg', 'Keyboard and Touchpad : Backlight Keyboard | Full-size, with 1.4mm key  travel', 'Touchpad: Intelligent palm-rejection; Precision touchpad (PTP) technology  supports up to four-finger smart gestures', 'Expansion Slots: 1x DDR4 SO-DIMM slot | 1x M.2 2280 PCIe 3.0x2 | 1x STD  2.5” SATA HDD', 'Audio: SonicMaster | Audio by ICEpower | Built-in speaker | Built-in  microphone | with Cortana support']",65000.00
Dell Inspirion 3501 i5 11th Gen / 8GB RAM / 512GB SSD / Nvidia MX330 2GB / 15.6' FHD Display,Dell,0,"['11th Generation Intel Core i5-1135G7 Processor (8MB Cache, up to 4.2 GHz)', '15.6-inch Full-HD (1920 x 1080 pixels) Anti-glare LED Backlight Non-touch Narrow Border WVA Display', '8GB DDR4, 2666MHz', 'Expandable up to 16GB', '3-Cell 42 Watt-Hours Integrated', '2 tuned speakers with Waves MaxxAudio Pro 1 combo headphone/microphone jack']",99750.00
"Acer Nitro 5 I5 11Th Gen 8Gb Ram 512Gb Ssd Nvidea Gtx 1650 4Gb Graphic 15.6"" 144Hz Display",Acer,0,"['Brand:Acer', 'Screen Size:15.6 Inches 144Hz Display', 'Colour:Black', 'CPU Model:Core i5', 'RAM Memory Installed Size:8 GB', 'Operating System:Windows 10', 'Special Feature:Anti reflective', 'Storage:512Gb ']",107000.00
"Asus VivoBook 15 K513EA I5 11th Gen / 8GB RAM / 512GB SSD / 15.6"" FHD Display",ASUS,0,"['Brand:  ASUS', 'CPU: 11thGen Intel Core i5 1135G7  Processor', 'Graphics: Integrated Intel IRIS Xe Graphics', 'Memory: 8GB DDR4 SDRAM Onboard memory', 'Display: 15.6-inch (16:9) LED-backlit Full-HD (1920 x 1080 pixels) 60Hz  Anti-Glare Panel with 45% NTSC', 'Connections: 1 x COMBO audio jack, 1 x Type-C USB 3.2 (Gen 1), 1 x Type-A  USB 3.2 (Gen 1), 2 x Type-A USB2.0, 1 x HDMI, 1 x micro SD card', 'Networking: Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2', 'Storage: 512GB PCIe NVMe Gen3 SSD M.2', 'Size(height x width x depth): 35.90 x 23.50 x 1.79', 'Battery: 3 -Cell 42 Wh Battery', 'Camera: Webcam 720p HD', 'Audio:\xa0\xa0\xa0\xa0 Audio by ICEpower®,  Built-in speaker, Built-in microphone, harman/kardon (Mainstream), with  Cortana support', 'Brand New Laptop']",105000.00
"HP Notebook 14-FQ1051AU Ryzen 3 5300U / 4GB RAM / 256GB SSD / 14"" FHD Display",HP,0,"['Product number:- 48K01PA', 'Product name:- HP Laptop 14s-fq1051AU', 'Microprocessor:- AMD Ryzen&trade; 3 5300U (up to 3.8 GHz max boost clock, 4 MB L3 cache, 4 cores, 8 threads)', 'Chipset:- AMD Integrated SoC', 'Memory, standard:- 4 GB DDR4-3200 MHz RAM (1 x 4 GB)', 'Video graphics:- AMD Radeon&trade; Graphics', 'Hard drive:- 256 GB PCIe&reg; NVMe&trade; M.2 SSD']",59849
"Lenovo IP 1 , Celeron N4020 , Storage : 128 GB SSD , Ram 4 Gb ,Display 14"" Inch",Lenovo,0,[],42500.00
HP 14 |Core  i3-1125G4 | 11th Gen | 8GB RAM | 256GB SSD |  14’’HD Display,HP,0,[],64000.00
ASUS ROG Zephyrus Duo GX551QM - Ryzen 7,ASUS,0,[],337555.00
"DELL G5-5510 GAMING INTEL CORE I5-10TH GEN/8GB RAM/256GB NVME SSD/4GB NVIDIA GTX 1650 GRAPHICS/120Hz/15.6""FHD",Dell,0,['Brand New Laptop'],112000.00
"Asus TUF F15 Gaming Laptop I7 10Th Gen 8 Core / GTX 1650ti / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display",ASUS,0,"['Brand:  ASUS', 'CPU: 10th Generation Intel® Core™  i7-10870H', 'Chipset: Intel® HM370 Express Chipset', 'Graphics: NVIDIA® GeForce® GTX 1650 Ti, with 4GB GDDR5 VRAM', 'Memory: 16 GB DDR4', 'Display: 15.6"" (16:9) LED-backlit FHD (1920x1080) 144Hz Anti-Glare Panel  with 72% NTSC', 'Connections: 2 x USB 3.2 Gen 1, 1 x USB 2.0, 1 x USB 3.2 Gen 2 Type C, 1 x  HDMI 1.4, 1 x 1/8"" (3.5 mm) Headphone/ Microphone Combo Jack, Integrated  Microphone', 'Networking: Integrated 802.11 ax', 'Built-in Bluetooth™ V5.0', 'Storage: 512GB NVMe SSD', 'Size (height x width x depth): 359.8 x 256 x 22.8 mm (WxDxH)', 'Battery: 3 -Cell 48 Wh Battery', 'CameraWebcam: 720p HD', 'Audio: DTS® Headphone: X®, Supports Windows 10 Cortana with Voice', 'Brand New Laptop']",157000.00
"Lenovo  Slim 7 10th Gen  i5 14"" HD IPS Laptop (8GB/512GB SSD/Windows 10",Lenovo,0,"['Processor: 10th Gen Intel Core i5-1035G1 | Speed: 1.0 GHz (Base) - 3.6 GHz (Max) | 4 Cores | 6MB Cache', 'Operating System: Pre-Loaded Windows 10 Home with Lifetime Validity, FREE Upgrade to Windows 11* (when available, refer product description for more details)', 'Pre-Installed: MS Office Home and Student 2019', 'Memory and Storage: 8GB RAM LPDDR4X-3200 | 512 GB SSD', 'Graphics: NVIDIA GeForce MX 350 2GB GDDR5 Dedicated Graphics', 'Display: 14&quot; Full HD (1920x1080) Glass Display | Brightness: 300 nits | IPS Technology | 100% sRGB', 'Design: 1.51 cm Thin and 1.5 kg Light | Aluminium Material Top | Backlit Keyboard']",115000.00
HP Notebook 14-FQ1051AU Ryzen 3 5300U,HP,0,[],65000.00
"Dell Latitude 3410 I3 10th Gen / 4GB RAM / 1TB HDD / 14"" HD Display",Dell,0,[],62000.00
"Acer aspire 5 a515 / i3 / 10th gen / 4GB/ 128ssd /15.6"" FHD",Acer,0,"['10th Generation Intel Core i3-1005G1 Processor (Up to 3.4GHz)  4GB DDR4 On-Board Memory  128GB NVMe SSD', '15.6"" Full HD (1920 x 1080) widescreen LED backlit TN Display  Intel UHD Graphics', 'Intel Wireless Wi-Fi 6 AX201 802.11ax  Backlit Keyboard  HD Webcam  Up to 8 Hours Battery Life', '1 - USB 3.1 (Type-C) Gen 1 port (up to 5 Gbps), 2 - USB 3.1 Gen 1 Port (one with Power-off Charging), 1 - USB 2.0 Port & 1 - HDMI Port with HDCP Support', 'With Windows 10 in S mode, you’ll experience fast start-ups, a familiar yet expanded Start menu, and great new ways to get stuff done.', 'Backlit Keyboard', 'Fingerprint', 'Brand New Laptop']",65000.00
"Dell G3 G3590 I7 9th Gen / NVIDIA GTX 1660Ti / 16GB RAM / 256GB SSD / 1TB HDD / 15.6"" FHD Display",Dell,0,"['CPU:  9th Generation Intel Core i7-9750H', 'RAM: 16GB, DDR4, 2666MHz; up to 32GB (additional memory sold  separately)', 'Graphics: NVIDIA® GeForce® GTX 1660TI with 6GB GDDR5 graphics memory', 'Display: 15.6-inch Full-HD (1920 x 1080 pixels) IPS', 'Connections: 1. Standard SD card | 2. USB 2.0 | 3. Wedge lock slot | 4.  Power-in | 5. USB-C DisplayPort Alt-Mode for 1650 and above | 6. HDMI | 7.  SuperSpeed USB 3.1 | 8. RJ45 | 9. Headphone/Mic', 'Networking:802.11ac + Bluetooth 5.0, Dual Band 2.4&5 GHz, MU-MIMO/160Mhz,  2x2', 'Storage:256GB SSD + 1TB HDD', 'Size: height x width x depth 1. Height: 0.85"" (21.6mm) | 2. Width:  14.4"" (365.5mm) | 3. Depth: 10"" (254mm)', 'Battery: 3-Cell Battery, 51 Whr (Integrated)', 'Camera Webcam: 720p', 'Weight: 2.34 kg', 'Additional features: Stereo speakers Combo microphone and headphones audio  jack']",156000.00
Dell Vostro 3400 Laptop 11 Gen I5 Processor| 8 GB RAM| 256 GB SSD| 14 inch Display - Future Automation,Dell,0,"['11th Generation Intel Core i5-1135G7 Processor (6MB Cache, Turbo Boost up to 4.1 GHz)', '8 GB DDR4 RAM', 'Storage 256GB SSD', '14.0-inch Display', 'Intel UHD Graphics with shared graphics memory', '3-Cell Integrated', '1 Year Warranty']",75000.00
Acer Predator Helios 300 Gaming Laptop  Intel Core i7 11800H  15.6″ FHD 144Hz  16GB  512 SSD  RTX3060 6GB  Windows 11,Acer,0,[],176800.00
"HP 14 FQ0110 ,  Ryzen 3-3250U ,  4GB RAM DDR4 ,  256GB NVMe  SSD ,  Display 14"" FHD IPS LED , Windows 10 Home",HP,0,[],58000.00
"Dell G5 15 G5500 2020 i7 10Th Gen / RTX 2060 6GB / 16GB RAM / 1TB SSD / 15.6"" FHD 300Hz Display",Dell,0,[],188000.00
Lenovo Legion 5  Ryzen 7 5800h NVIDIA GeForce RTX 3060 16gb Ram 512GB NVMe  SSD,Lenovo,0,[],196500.00
HP Envy 13 | Core i7| 11thGen | 8GB Ram | 512 GB SSD | Iris XE Graphic | 13.3’’ FHD 360 degree Touch Display,HP,0,[],130000.00
Apple Macbook Air M2- 8GB | 256GB,Apple,0,[],191500.00
Lenovo IdeaPad 1 81VU 14-Inch HD LED AMD A6 4GB RAM 128GB SSD,Lenovo,0,"['Intel Pentium Silver N5030 Quad-Core Processor 1.10 GHz (3.10 GHz Burst Frequency) / 4GB DDR4 SDRAM Memory / 128GB 2242 m.2 NVMe Solid State Drive', '14-inch HD LED Backlit Anti-Glare Display (1366 x 768) / Integrated Intel UHD Graphics 605 / HD Audio with 2 x 1.5W Speakers', '802.11ac Wi-Fi + Bluetooth 4.2 / MicroSD card Media reader', 'Webcam with Dual Array Microphones / Two USB 3.2 Gen 1 / HDMI 1.4', '32Wh Battery / 45W AC Adapter / Windows 10 in S Mode / Color: Ice Blue', 'Brand New Laptop']",43000.00
"Lenovo  Slim 7 10th Gen  i5 14"" IPS Laptop (8GB/256GB SSD/Windows 10",Lenovo,0,"['Processor: 10th Gen Intel Core i5-1035G1 | Speed: 1.0 GHz (Base) - 3.6 GHz (Max) | 4 Cores | 6MB Cache', 'Operating System: Pre-Loaded Windows 10 Home with Lifetime Validity, FREE Upgrade to Windows 11* (when available, refer product description for more details)', 'Pre-Installed: MS Office Home and Student 2019', 'Memory and Storage: 8GB RAM LPDDR4X-3200 | 512 GB SSD', 'Graphics: NVIDIA GeForce MX 350 2GB GDDR5 Dedicated Graphics', 'Display: 14&quot; Full HD (1920x1080) Glass Display | Brightness: 300 nits | IPS Technology | 100% sRGB', 'Design: 1.51 cm Thin and 1.5 kg Light | Aluminium Material Top | Backlit Keyboard']",105000.00
"Asus ROG Zephyrus M16 GU603HM I9 11th Gen / RTX 3060 / 32GB RAM / 1TB SSD / 16"" WQXGA Display 144Hz Display",ASUS,0,"['Brand:  Asus', 'CPU: 11th Gen Intel Core i9-11900H Processor 2.5 GHz (24M Cache, up to 4.9  GHz, 8 Cores)', 'Graphics: NVIDIA GeForce RTX 3060 Laptop GPU | With ROG Boost up to 1525MHz  at 80W (95W with Dynamic Boost) | 6GB GDDR6 VRAM', 'Operating System: Windows 10 Pro - ASUS recommends Windows 10 Pro for  business (Free upgrade to Windows 11, when available)', 'Screen: 16-inch IPS display; WQXGA (2560 x 1600 pixels) resolution; 144Hz  refresh rate; 3ms response time; 16:10 aspect ratio; anti-glare display;  DCI-P3: 100%; Pantone Validated: Yes', 'Type: Gaming Laptop', 'RAM: 32GB (16GB DDR4 onboard + 16GB DDR4-3200 SO-DIMM) | Max Capacity:  48GB', 'Storage: 1TB M.2 NVMe PCIe 4.0 SSD', 'Wireless: Wi-Fi 6(802.11ax) + Bluetooth 5.2 (Dual-band) 2*2;(*BT version  may change with OS upgrades.)', 'I/O Ports: 1x 3.5mm Combo Audio Jack | 1x HDMI 2.0b | 1x USB 3.2 Gen 2  Type-A | 1x USB 3.2 Gen 1 Type-A | 1x USB 3.2 Gen 2 Type-C support  DisplayPort / power delivery | 1x RJ45 LAN port | 1x card reader (microSD) |  1x Thunderbolt™ 4 support DisplayPort™ / power delivery', 'Keyboard and Touchpad: Backlit Chiclet Keyboard RGB', 'Camera:\xa0 720P HD camera', 'Audio: Smart Amp Technology: Audio by Dolby Atmos | AI mic noise-canceling  | Built-in array microphone | 2x 2W tweeter | 4x 2W woofer with Smart Amp  Technology', 'Battery: 90WHrs, 4S1P, 4-cell Li-ion', 'Power Supply: ø6.0, 240W AC Adapter, Output: 20V DC, 12A, 240W, Input:  100~240C AC 50/60Hz universal', 'Weight:\xa0 1.90 Kg (4.19 lbs)', 'Dimensions (W x D x H): 35.5 x 24.3 x 1.99 ~ 1.99 cm (13.98"" x  9.57"" x 0.78"" ~ 0.78"")', 'Security: BIOS Administrator Password and User Password Protection |  Kensington Lock | FingerPrint: YES']",339000.00
HP Victus 15 12 Gen I5 8 GB RAM 512 GB SSD NVDIA GTX 1650 4 GB  15.6 inch FHD 144Hz Display - OTE,HP,0,[],104500
"Dell Vostro 3510 i5 11th Gen / 8GB RAM / 512GB HDD / 15.6"" FHD Display",Dell,0,[],83000.00
"ASUS X415 INTEL CORE I5-11TH GENERATION/8GB RAM/256GB SSD/14"" FHD DISPLAY",ASUS,0,"['Model:Asus X415E', 'Processor: Intel® Core™ i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2 GHz, 4 cores) to 4.2 GHz)', 'Display: 14"" FHD Display', 'Memory: 8GB DDR-4 3200Mmhz Ram', 'Storage: 256GB Nvme SSD', 'Brand New Laptop']",86000.00
Dell Inspiron 3511 Core i5 10th Gen 1035G4 8GB/256GB Laptop,Dell,0,"['Core i5 10th Gen 1035G4 8GB/256GB', '15.6-inch FHD (1920 x 1080) Anti-glare LED Backlight Non-Touch Narrow Border', 'Sleek Design', 'Window 10 Home', 'Brand New Laptop']",84000.00
"Dell G5 15 G5500 2020 I7 10Th Gen / RTX 2060 6GB / 16GB RAM / 1TB SSD / 15.6"" FHD 300Hz Display",Dell,0,"['BrandDell', 'CPU10th Gen Intel Core i7-10870H Processor, 2.2  GHz (16MB Cache, up to 5.0 GHz, 8 Cores, 16 Threads)', 'RAM16GB, DDR4, 3200MHz', 'GraphicsNVIDIA GeForce RTX 2060, 6GB GDDR6', 'Display15.6 inch FHD(1920x1080) 300nits WVA Anti-Glare LED Backlit Display(non-touch),  300Hz refresh rate', 'TypeGaming Laptop', 'Connections1 Thunderbolt™ 3 Port (USB 3.1 Gen 2 Type-C™ with support for  40 Gbps Thunderbolt and DisplayPort); 1 MiniDP; 1 RJ-45 Killer Networks  E2500V2 Gigabit Ethernet Por', 'NetworkingKiller™ Wi-Fi 6 AX1650 (2x2) 802.11ax Wireless and Bluetooth  5.1', 'Storage1TB SSD', 'Size: height x width x depth (in mm)Height: 0.85"" (21.6mm) | Width:  14.4"" (365.5mm) | Depth: 10"" (254mm)', 'Battery4-Cell Battery, 68 Whr (Integrated)', 'Camera Webcam720p', 'Weight2.39 kg', 'Chasis12-zone chassis lighting']",210000.00
"Acer Aspire 5 2021 Ryzen 5 5500U / 8GB RAM / 256GB SSD / 15.6"" FHD Display",Acer,0,"['Brand:  Acer', 'CPU: AMD Ryzen 5 5500U Hexa-core processor (up to 3 MB L2 cache, up to 8 MB  L3 cache, 2.1 GHz with Precision Boost up to 4.0 GHz)', 'Operating System: Windows 10 Genuine', 'Screen: 15.6-inch IPS Display; Full-HD (1920 x 1080 pixels) resolution;  LED-backlit, Narrow Bezel Display', 'Type: Notebook', 'RAM: 8GB DDR4; Expandable up to 32GB', 'Storage: 256GB SSD; Dedicated hdd slot for storage expansion', 'Graphics Coprocessor: Intel Iris Xe', 'Wireless: Wireless Wi-Fi 6 AX201, Bluetooth 5.0', 'USB Ports: 2 x USB 3.1 Gens 1 ports with one featuring power-off USB  charging | 1 x USB 2.0 ports | 1 x HDMI port with HDCP support | 1 x 3.5 mm  headphone/speaker jack, supporting headsets with a built-in microphone | 1 x  Ethernet (RJ-45) port | 1 x DC-in jack for AC adapter', 'Computer Memory: DDR4 SDRAM', 'Keyboard : Backlight Keyboard', 'Batteries: Lithium-ion (12 hours)', 'Weight: 4.19 LBs']",82000.00
"HP LAPTOP 14S-DQ2555TU Intel® Core™ i5-1135G7, 8 GB DDR4-3200 MHz RAM, 512 GB M.2 PCIe® NVMe™ SSD, 14"" diagonal, FHD (1920 x 1080), IPS",Dell,0,"['Intel&reg; Core&trade; i5-1135G7 (up to 4.2 GHz with Intel&reg; Turbo Boost Technology, 8 MB L3 cache, 4 cores)', '8 GB DDR4-3200 SDRAM (2 x 4 GB)', '256 GB PCIe&reg; NVMe&trade; SSD', '45 W Smart AC power adapter', '3-cell, 41 Wh Li-ion', 'HP True Vision 720p HD camera with integrated dual array digital microphones']",97650.00
"Lenovo Ideapad 5 15 2021 I5 11th Gen / 8GB RAM / 512GB SSD / 15.6"" FHD Display / Backlight Keyboard",Lenovo,0,[],95000.00
"Asus ROG Strix G15 2021 G513QM Ryzen 9 5900HX / RTX 3060 / 16GB RAM / 1TB SSD / 15.6"" QHD 165Hz Display",ASUS,0,"['Brand:  ASUS', 'CPU: AMD Ryzen 9 5900HX Mobile Processor  (8-core/16-thread, 20MB cache, up to 4.6 GHz max boost)', 'Graphics: NVIDIA® GeForce RTX™ 3060 Laptop GPU; With ROG Boost up to  1802MHz at 115W (130W with Dynamic Boost); 6GB GDDR6', 'Memory: 16GB DDR4', 'Display: 15.6-inch; WQHD (2560 x 1440) 16:9; anti-glare display;  DCI-P3:100.00%; Refresh Rate:165Hz; Response Time:3ms; IPS-level;  Optimus', 'Type: Gaming Laptop', 'Connections: 1x 3.5mm Combo Audio Jack; 1x HDMI 2.0b; 3x USB 3.2 Gen 1  Type-A; 1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery', 'Networking: Wi-Fi 6(802.11ax) + Bluetooth 5.1 (Dual-band) 2*2; (*BT version  may change with OS upgrades.) – RangeBoost', 'Storage: 1TB SSD', 'Battery: 4-cell Li-ion, 90WHrs, 4S1P', 'Keyboard: Backlit Chiclet RGB keyboard', 'Weight: 2.3 KG', 'Audio: Smart Amp Technology; Audio by Dolby Atmos; AI mic noise-canceling;  Built-in array microphone; 2x 4W speaker with Smart Amp Technology']",255000.00
"Acer Aspire 5 2021 i5 11th Gen / 4GB RAM / 1TB HDD / 15.6"" HD Display",Acer,0,"['Brand:  Acer', 'CPU: 11th Gen Intel Core i5-1135G7 Processor 2.4 GHz (8M Cache, up to 4.2  GHz, 4 cores)', 'Operating System: Windows 10 Genuine', 'Screen: 15.6-inch IPS Display; HD (1366 x 768 pixels) resolution;  LED-backlit, Narrow Bezel Display', 'Type: Notebook', 'RAM: 4GB DDR4; Expandable up to 32GB', 'Storage: 1TB HDD; Dedicated SSD slot for storage expansion', 'Graphics Coprocessor: Intel Iris Xe', 'Wireless: Wireless Wi-Fi 6 AX201, Bluetooth 5.0', 'USB Ports: 2 x USB 3.1 Gens 1 ports with one featuring power-off USB  charging | 1 x USB 2.0 ports | 1 x HDMI port with HDCP support | 1 x 3.5 mm  headphone/speaker jack, supporting headsets with a built-in microphone | 1 x  Ethernet (RJ-45) port | 1 x DC-in jack for AC adapter', 'Computer Memory: DDR4 SDRAM', 'Batteries: Lithium-ion (12 hours)', 'Weight: 4.19 LBs']",71000.00
"Acer Aspire 3 Core I5 10Th Gen / 4GB RAM / 1TB HDD / 15.6"" HD Display",Acer,0,[],74000.00
"ASUS VIVOBOOK 14 X1402ZA, I5, 12TH GEN CORE, 8GB, 512GB SSD, 14"" DISPLAY, WINDOWS11, BACKLIT KEYBOARD, MAGIC NUMPAD",ASUS,0,"['SPECIFICATIONSASUS VivoBook 14 (X1402ZA)CPU12th Gen Intel&reg; Core&trade; i5 processor - 1235UDisplay14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, IPS-level Panel, LED Backlit, 250nits, 45% NTSC color gamut for non-OLED, Anti-glare display, Screen-to-body ratio: 82 ％Operating systemWindows 11 Home Main memory8GB DDR4 onboardStorage512GB M.2 NVMe&trade; PCIe&reg; 3.0 SSDConnectivityUp to dual-band Intel&reg; Wi-Fi 6Bluetooth&reg; 5Camera720p HD cameraI/O ports1x USB 2.0 Type-A', '1x USB 3.2 Gen 1 Type-C', '2x USB 3.2 Gen 1 Type-A', '1x HDMI 1.4', '1x 3.5mm Combo Audio Jack', '1x DC-inAudioSonicMaster', 'Built-in speaker', 'Built-in array microphoneBattery42WHrs, 3S1P, 3-cell Li-ioWeightApprox. 1.5 kg']",104000.00
"Dell Vostro 3500 i7 11th Gen / 8GB RAM / 512GB SSD / 15.6"" FHD Display/ MX330 2 GB Graphics",Dell,0,"['Dell Vostro 3500 i7 11th Gen / 8GB RAM / 512GB SSD / 15.6"" FHD Display/ MX330 2 GB GraphicsDell Vostro 3500 with 11th GenerationIntel Core i7-11Gen Processor,8GB DDR4 RAM (Expandable ),512GB SSD Storage (Additional HDD slot available for storage expansion),15.6-inch IPS display with Full-HD (1920 x 1080 pixels) resolution, \\t, 0.71-inch thickness, Dual speakersComes with 1-year warranty', 'Brand New Laptop']",110000.00
HP PAVILION 14 X360 I5 10TH 8GB 256GB SSD TOUCH 360  win10,HP,0,"['High Speed Processor: i5 10th Gen', 'Fast Speed: 8GB DDR4,\xa0256GB SSD', 'Display: 14.1″ Touch Screen', 'Windows 10', 'Brand New Laptop']",100800.00
"Acer Aspire 5 2021 I7 11th Gen / INTEL IRIS XE / 8GB RAM / 512GB SSD / 14"" FHD Display",Acer,0,"['Brand: Acer', 'CPU:11th Generation Intel® Core™ i7-1165G7 Processor (12MB Cache, up to 4.7  GHz)', 'Operating System: Free DOS', 'Screen: 15.6-inch IPS Display; Full-HD (1920 x 1080 pixels) resolution;  LED-backlit, Narrow', 'Type: Notebook', 'RAM: 16GB DDR4; Expandable up to 32GB', 'Storage:512GB NVME SSD; Dedicated HDD slot for storage expansion', 'Graphics Coprocessor: Intel Iris Xe Graphics', 'Wireless: Wireless Wi-Fi 6 AX201, Bluetooth 5.0', 'USB Ports: 2 x USB 3.1 Gens 1 ports with one featuring power-off USB  charging', '1 x USB 2.0 ports', '1 x HDMI port with HDCP support', '1 x 3.5 mm headphone/speaker jack, supporting headsets with a built-in  microphone', '1 x Ethernet (RJ-45) port', '1 x DC-in jack for AC adapter', 'Computer Memory:DDR4 SDRAM', 'Batteries; Lithium ion (12 hours)', 'Weight: 4.19 pounds', 'Brand New Laptop']",112000.00
