name,brandName,ratingScore,description,price
DELL XPS 17-9720i7-12700H@2.69 32GB Ram 1TB SSD NVMeNVIDIA GEFORCE RTX3060 - 6GB DDR6 graphics17UXGA+Touch S Finger P.R,Dell,0,"['BrandDellSeriesXPS 17 9720 NotebookScreen Size17 InchesColorSilverHard Disk Size1 TBCPU ModelCore i7 FamilyRam Memory Installed Size16 GBOperating SystemWindows 11 HomeCard DescriptionNVIDIA GeForce RTX 3050Graphics CoprocessorNVIDIA GeForce RTX 3050', '17.0-inch FHD+ (1920 x 1200) InfinityEdge Non-Touch Anti-Glare 500-Nit Display', '12th Generation Intel Core i7-12700H (24MB Cache, up to 4.7 GHz, 14 cores)', '16GB 4800MHz DDR5, Dual-channel; 1TB M.2 PCIe NVMe Solid State Drive', 'NVIDIA GeForce RTX 3050 4GB GDDR6', 'Intel Killer Wi-Fi 6 1675 (AX211) 2x2 + Bluetooth 5.2 Wireless Card']",325000.00
Acer Extensa 15 Intel Core i5 11th Gen | 8GB RAM | 512GB NVME | OTE,Acer,0,[],64600
"Inspiron 13 5310 / i7 11370H / 8GB / 512GB SSD / Intel Iris Xe Graphics 13.3"" QHD- Silver",Dell,0,"['TUNNING VISUALS: Vivid color with less blue light on the 16:10 QHD display panel offers clearer, sharper images and accommodate more content', 'FAST CHARGE: ExpressCharge recharges your battery in a flash (up to 80% in 60 minutes*)', 'FASTER CONNECTIONS: Experience lightning-fast WiFi 6 and thermal design optimization with dual fans that cool the system for increased productivity', 'PORTABLE COMFORT: The long battery life and ultra-portable 13&rdquo; form factor made of lighter materials make it easy to slip into your bag and go.', 'Generation:11th Gen', 'GraphicsI: ntel&reg; Iris&reg; XeMaximum Display Resolution2560 x 1440, 60 Hz', 'Operation System: Win 10 Home', 'Ports and Connectivity: USB 3.2 Gen 1 Type-A, Headset jack, HDMI 1.4b, USB Type-C Thunderbolt 4 (PowerDelivery &amp; DisplayPort), USB Type-C Thunderbolt 4 (PowerDelivery &amp; DisplayPort)', 'ProcessorIntel&reg; Core:  i7-11370H', 'Warranty: This genuine laptop comes with 1 year brand warranty;', 'In the box: Laptop, Power Adapter and User Manual', 'Win 10 Home', 'Office 2019', 'Brand New Laptop']",149900.00
Laptop HP Pavilion X360 i5/8GB/256GB/ 360 Touch 14 inch,HP,0,[],99990.00
"MSI GE76 Raider 10UH I7 10th Gen 8 Core / RTX 3070 / 32GB RAM / 2TB SSD / 17.3"" 300Hz FHD Display",MSI,0,[],350000.00
"ASUS ROG Zephyrus Duo 15 SE GX551QM - Ryzen 9 5980HX / RTX 3060 / 16GB RAM / 1TB SSD / 15.6"" IPS 300Hz Display + 14.1"" ScreenPad Plus / Magic Numpad",ASUS,0,"['CPU: AMD Ryzen™ 9 5980HX Mobile Processor (8-core/16-thread, 20MB cache, up to 4.8 GHz max boost)', 'Graphics: NVIDIA® GeForce RTX™ 3060 Laptop GPU 6GB GDDR6\xa0', 'Storage: 1TB M.2 NVMe PCIe 3.0\xa0', 'Memory: 16 GB DDR4 3200MHz SDRAM', 'Display: 15.6-inch FHD anti-glare display, sRGB:100%, Adobe:75.35%, Pantone Validated, Refresh Rate:300Hz, Response Time:3ms, IPS-level, FreeSync', 'ScreenPad Plus: 14"" Touch ScreenPad Plus', 'Connections: 1x 3.5mm Combo Audio Jack, 1x HDMI 2.0b, 3x USB 3.2 Gen 2 Type-A, 1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery, 1x RJ45 LAN port, 1x card reader (microSD)', 'Keyboard: Backlit Chiclet Keyboard Per-Key RGB', 'Networking: Wi-Fi 6 + Bluetooth 5.1', 'Battery: 90 Whr, lithium-polymer battery Battery', 'Brand New Laptop']",377000.00
"MacBook Pro 16"" 10C CPU, 16C GPU, 16GB, 512GB SSD -EvoStore",Apple,0,"['Apple M1 Pro with 10-core CPU, 16-core GPU, 16-core Neural Engine', '16GB unified memory', '512GB SSD storage', '16-inch Liquid Retina XDR display', 'Three Thunderbolt 4 ports, HDMI port, SDXC card slot, MagSafe 3 port', '140W USB-C Power Adapter', 'Backlit MagicKeyboard with TouchID - US English', 'Brand New Laptop']",380000.00
"ThinkPad T14 14"" FHD IPS Business Laptop 4-Core Intel i7",Lenovo,0,"['Color                                         Black', 'Hard Disk Size                           512GB', 'CPU Mode                                 lCore i7 Family', 'Ram Memory Installed Size      16 GB', 'Operating System                   Windows 10 Pro', 'Card DescriptiOn                     IntegratedGraphics', 'Coprocessor                             Intel Iris Xe Graphics', 'About this item', '【Powerful Performance with 1165G7 Quad Core】11th Intel Core i7-1165G7 (up to 4.7 GHz with Intel Turbo Boost Technology, 12 MB L3 cache, 4 cores, 8 threads)', '【Customization】Seal is opened for Hardware/Software upgrade only to enhance performance 16GB DDR4 SDRAM, 512GB M.2 NVMe SSD, No DVD', '【Display and Graphics】Brilliant 14&quot; IPS Anti-Glare FHD (1920 x 1080) 300nits Display powered by Intel Iris Xe Graphics, 720p front Camera with Privacy shutter', '【Connectivity】Intel Wi-Fi 6E AX210 802.11AX (2 x 2) and Bluetooth 5.2; Thunderbolt 4 high-speed peripheral connectivity technology via USB-C port; 2x USB 3.2 Type-C; 2x USB 3.2 Type-A; 1x HDMI 1.4b; 1x MicroSD Card Reader; 1x Headphone/Microphone Combination Jack; 1x RJ45 LAN Port; ThinkPad Docking connector (Bottom).']",217000.00
"Dell lnspiron 15 5510 i5-11320H-8GB(4GB*2)-256GB
15.6""FHD-lntel IrisXE-FPR-WS10-Silver (Backpack)",Dell,0,"['Warranty: This genuine laptop comes with 1 year brand warranty', 'In the box: Laptop, Power Adapter and User Manual', 'Work in the ease with a lift hinge that lifts your tablet to an ergonomic angle, allowing for more comfortable typing.', 'Dell ComfortView Low Blue Light Software reduces harmful blue light emissions and improves eye comfort throughout long periods of viewing.', 'A built-in HD webcam that enhances your appearance.', 'With tiny rubber feet and bumpers on the hinge that keeps it from skidding and provide added stability when on hard surfaces, it&#39;s built to last.']",106000.00
"HP LAPTOP 14s-Dq2555TU 48J97PA i5-1135G7, 8 GB DDR4-3200 SDRAM , 512GB  Win 10",HP,0,[],102000.00
"DELL VOSTRO 3510 / I5-1135G7 / 4GB / 1TB HDD / 15.6"" FHD",Dell,0,"['Brand: Dell', 'Processor: 11th Generation Intel&reg; Core&trade; i5-1135G7 Processor (8MB Cache, up to 4.2 GHz)', 'Display: 15.6-inch FHD (1920 x 1080) Anti-glare LED Backlight Non-Touch Narrow Border WVA Display', 'Graphics Card: Intel&reg; UHD Graphics', 'Ports: 2 USB 3.2 Gen 1 port', '1 USB 2.0 port', '1 Audio jack', '1 HDMI 1.4 port', '1 Flip-Down RJ-45 port 10/100/1000 Mbps', 'Audio and Speakers: Stereo speakers, 2 W x 2 = 4 W total', 'Wireless: 802.11ac 1x1 WiFi and Bluetooth', 'Warranty: This genuine laptop comes with 1 year brand warranty', 'In the box: Laptop, Power Adapter and User Manual', 'Brand New Laptop']",86900.00
Dell Latitude 3420 i5 11th 8GB 128 GB 1TB,Dell,0,"['11th Generation Intel® Core™', 'Windows 10 Pro 64bit, English,\xa0', '8 GB, DDR4 RAM', '1TB 2.5"" 5400RPM 7mm SMR Hard Drive.', '128 GB SSD', 'Ports & Slots.', 'Brand New Laptop']",93000.00
Dell Inspiron 5510- i7 11thGen 8GBRam 512GBSSD Win.11 15.6'',Dell,0,[],125999.00
"HP Laptop 15 s-du3507TX 49Y19PA i5-1135G7-8GB-512GB-15.6""",HP,0,[],107000.00
"HP Spectre x360 Convertible 14-ea0508TU 48K93PA i7-1165G7, 16GB, 1TB SSD, 13.5""",HP,0,[],320000.00
"HP Notebook 15s Intel Core i5-11th Gen 8GB RAM 512GB SSD 2GB Nvidia MX350 Graphics  15.6""FHD",HP,0,[],94000.00
"Dell Vostro 3400 11th gen i3, 4gb, 256gb ssd, 14"" Laptop",No Brand,0,[],54500.00
"HP 14- DQ2053, Intel Core  i3 , 11th Gen , 8GB RAM , 256 PCLe NVMe SSD , Display  14″ , Windows 11 , Color Silver",HP,0,[],63000.00
"Dell lnspiron 15 5510 i5-11320H-8GB(4GB*2)-512GB
15.6""FHD-lntel IrisXE-FPR-WS10-Silver (Backpack)",Dell,0,"['Warranty: This genuine laptop comes with 1 year brand warranty', 'In the box: Laptop, Power Adapter and User Manual', 'Work in the ease with a lift hinge that lifts your tablet to an ergonomic angle, allowing for more comfortable typing.', 'Dell ComfortView Low Blue Light Software reduces harmful blue light emissions and improves eye comfort throughout long periods of viewing.', 'A built-in HD webcam that enhances your appearance.', 'With tiny rubber feet and bumpers on the hinge that keeps it from skidding and provide added stability when on hard surfaces, it&#39;s built to last.']",112000.00
"HP Laptop 15 s-eq2122AU 48K48PA Ryzen™ 7 5700U-8GB-512GB-15.6""",HP,0,[],106000.00
Lenovo Legion 5 Ryzen 5 5600H Rtx 3050 Ti 8GB RAM 512GB SSD 120Hz,Lenovo,0,"['AMD Ryzen&trade; 5 5600H Processor (3.30 GHz, up to 4.20 GHz Max Boost, 6 Cores, 12 Threads, 16 MB Cache)', '8GB RAM DDR4 3200Mhz 8GBx1', '512GB NVME PCIe SSD', '15.6&quot; FHD (1920 x 1080) IPS, anti-glare, 250 nits, 120Hz', 'NVIDIA GeForce RTX 3050Ti 4GB', '2x2W speakers with Nahimic Audio for Gamers', 'HD 720p with E-Shutter', '802.11AX (2 x 2) Bluetooth&reg; 5.1', '3x USB 3.2 Gen 1', '1x USB 3.2 Gen 1 (Always On)', '1x USB-C 3.2 Gen 2 (support data transfer and DisplayPort&trade; 1.4)', '1x USB-C 3.2 Gen 2 (support data transfer, Power Delivery and DisplayPort 1.4)', '1x HDMI 2.1', '1x Ethernet (RJ-45)', '1x Headphone / microphone combo jack (3.5mm)', '1x Power connector', '4-zone RGB backlight', 'Integrated Li-Polymer 60Wh battery', '230W slim AC adapter', 'Phantom blue (top), shadow black (bottom)', 'Windows 11 Genuine']",128490.00
"ASUS E410MA Laptop/14.0"" HD Display/Intel Celeron N4020/4GB Memory/256GB Storage/Webcam/Card Reader/Windows 10",ASUS,0,['Processor family Intel&reg; Celeron&reg; NRAM = 4GB STORAGE(SSD) = 256GB (MVME)Battery capacity (Watt-hours) 42 Wh Battery technology Lithium-Ion (Li-Ion)  '],37000.00
"ASUS TUF Gaming F15 FX506HEB - (i7-11th Gen 11800H/ RTX 3050Ti / 16GB RAM / 512GB SSD / 15.6"" FHD 144Hz Display/ Color-Grey / Bagpack / Mouse",ASUS,0,"['CPU: Intel® Core™ i7-11800H Processor', 'Gaming Series: TUF Gaming', 'Graphics: NVIDIA GeForce RTX 3050Ti 4GB GDDR6 VRAM', 'Memory: 16GB DDR4 3200MHz SDRAM', 'Display: 15.6-inch,FHD (1920 x 1080) 16:9,anti-glare display,Refresh Rate:144Hz,', 'Connections: 1x 3.5mm Combo Audio Jack, 1x HDMI 2.0b, 3x USB 3.2 Gen 1 Type-A, 1x RJ45 LAN port, 1x Type C USB 4 support DisplayPort / power delivery / Thunderbolt™ 4', 'Networking: Wi-Fi 6(802.11ax)+Bluetooth 5.1 (Dual band) 2*2', 'Storage: 512GB M.2 NVMe PCIe 3.0\xa0', 'Brand New Laptop']",172000.00
Victus HP Laptop 16-d0154TX 4B6G6PA  i7-11800H/ 16 GB RAM (2 x 8 GB) / 512 GB  SSD,HP,0,[],190000.00
"2021 ASUS ROG Zephyrus M16 GU603HE - (i7-11800H, 16GB RAM, 512GB NVMe SSD, RTX 3050Ti 4GB, 16"" 2K 144Hz, Windows 10) Gaming Notebook",ASUS,0,"['Brand: ASUS', 'CPU: Intel® Core™ i7-11800H Processor 2.3 GHz (24M Cache, up to 4.6 GHz, 8 Cores)', 'Graphics: NVIDIA® GeForce RTX 3050Ti with 4GB GDDR6 VRAM', 'Memory: 16GB DDR4 3200Mhz', 'Storage: 512GB SSD M.2 NVMe PCI-E 3.0', 'Display: 16-inch, WUXGA (1920 x 1200) 16:10, anti-glare display, sRGB:100.00%, Adobe:75.35%', 'Refresh Rate: 144Hz, Response Time:3ms, IPS-level, Pantone Validated', 'Connections: 1x 3.5mm Combo Audio Jack, 1x HDMI 2.0b, 1x USB 3.2 Gen 2 Type-A, 1x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C support DisplayPort / power delivery, 1x RJ45 LAN port, 1x card reader (microSD), 1x Thunderbolt™ 4 support DisplayPort™ / power delivery', 'Networking: Wi-Fi 6(802.11ax)+Bluetooth 5.2 (Dual band) 2*2;(*BT version may change with OS upgrades.)', 'Battery: 4-cell Li-ion, 90WHrs, 4S1P', 'Audio: Smart Amp Technology, Audio by Dolby Atmos, AI mic noise-canceling, Built-in array microphone, 2x 2W tweeter, 4x 2W woofer with Smart Amp Technology', 'Brand New Laptop']",240000.00
DELL G5-5510 GAMING LAPTOP INTEL CORE I5-10TH GEN/8GB RAM/256GB SSD/4GB NVIDIA GTX 1650 GRAPHICS/120Hz/15.6 INCH FHD,Dell,5,"['Brand: Dell', 'Model: G5-5510 (Gaming)', 'Processor:Intel Core i5-10300H', 'Display: 15.6"" FHD', 'Graphics: 4GB Nvidia GeForce GTX 1650', 'Ram: 8GB DDR4', 'Storage: 256GB Nvme SSD', 'Refresh Rate:120Hz', 'Operating System: Windows 10 Home Genuine', 'Brand New Laptop']",115000.00
RedmiBook 15 Pro - intel i5- 11th gen- 8gb ram 512gb ssd windows 11,No Brand,0,[],89999.00
"Lenovo V15 Laptop/ Celeron/ 4GBRAM/1TBHDD/15.6""",Lenovo,0,['Brand New Laptop'],49000.00
"Acer Aspire 5 A515-56-7778 I7 11th Gen 8gb Ram 512gb ssd 15.6""Display",Acer,0,"['11th Gen Intel Core i7 processor', '8GB DDR4 Memory', '512GB PCIe NVMe SSD', '15.6&quot; Full HD display', 'Window 11 Home', 'Included components: battery pack', 'Connectivity technology: wi-fi', 'Colour: Silver', 'Product dimensions:23.85 x 36.34 x 1.79 cm; 1.8 Kilograms', 'Item Dimensions L x W x H:&lrm;23.8 x 36.3 x 1.8 centimetres', 'Computer Memory Type:&lrm;DDR4 SDRAM']",95500.00
"ASUS TUF Gaming F15- FX507ZM i7-12700H,15.6"" WQHD 165 Hz, RTX 3060 6GB Graphics, Gaming laptop (16GB/1 TB SSD/Windows 11)",ASUS,0,"['Brand: ASUS', 'CPU: 12th Gen Intel&reg; Core&trade; i7-12700H Processor 2.3 GHz (24M Cache, up to 4.7 GHz, 14 cores: 6 P-cores and 8 E-cores)', 'Graphics: NVIDIA RTX 3060 6GB', 'Memory: 16GB DDR5 on board,', 'Storage: 1 TB NVMe SSD', 'Display: 15.6-inch, WQHD (2560 x 1440) 16:9, anti-glare display, DCI-P3:100% Adobe:75.35%, Refresh Rate:165Hz, IPS-level, Adaptive-Sync, MUX Switch + Optimus', 'Connections:1x 3.5mm Combo Audio Jack1x HDMI 2.0b1x Thunderbolt&trade; 4 support DisplayPort&trade;1x USB 3.2 Gen 2 Type-C support DisplayPort&trade; / G-SYNC2x USB 3.2 Gen 1 Type-A1x RJ45 zLAN port4', 'Networking: Wi-Fi 6(802.11ax)+Bluetooth 5.2 (Dual band) 2*2;(*BT version may change with OS upgrades.)', 'Battery: 90WHrs, 4S1P, 4-cell Li-ion', 'Camera: 720P HD camera', 'Weight: 2.20 Kg (4.85 lbs)']",229900.00
"ASUS TUF DASH F15 Intel Core i5 11th Gen/ 8GB RAM/ 512GB SSD/ Nvidia GeForce RTX 3050Ti/ 15.6"" FHD 144Hz/ Windows 11/ Blue Backlit",ASUS,0,"['Processor: 11th Gen Intel Core i5-11300H, 4 cores, 8 Threads, 8MB Cache, 3.1 GHz Base Speed, Up to 4.4GHz Turbo Boost Speed', 'Memory &amp; Storage: 8GB DDR4 3200MHz RAM | Storage: 512GB SSD M.2 NVMe PCIe 3.0 with Additional M.2 Slot', 'Graphics: Dedicated NVIDIA GeForce RTX 3050 Ti GDDR6 4GB VRAM, With ROG Boost Up to 1585MHz at 60W TGP + 15W', 'Display: 15.6-inch, FHD (1920 x 1080) 16:9, IPS-level, Refresh Rate: 144Hz, Anti-Glare display', 'Operating System: Pre-loaded Windows 11 Home with lifetime validity', 'Cooling: 4 Fan outlets | 83-Blade Fans | Self-Cleaning Cooling | 5 Heatpipes CPU/GPU/VRM/VRAM', 'I/O Port: 1x RJ45 LAN port, 1x USB 4 Type C Thunderbolt 4 with Power Delivery and Display Port 1.4 Support, 3x USB 3.2 Gen 1 Type-A, 1x 3.5mm Combo Audio Jack, 1x HDMI 2.0b | Other: Backlit Keyboard | 1.7mm Key Travel | Wi-Fi 6(802.11ax)+Bluetooth 5.1 (Dual band) 2*2 | 2x 2W speaker | Built-in array microphone | No Webcam | MIL-STD-810H standard Durability']",119999.00
"HP Laptop 15s -du3511TX 4A3P6PA  i7-1165G7, 8 GB  RAM/ 512 GB SSD, Windows 10 Home",HP,0,[],135000.00
HP Pavilion Laptop 15-Eg0524TX  49H86PA  i7-1165G7 /8 GB RAM/512 GB SSD,HP,0,[],143000.00
Acer A314-35 Intel Celeron 4GB RAM,No Brand,0,[],50900.00
"Dell Latitude 3410 i5 10th Gen / 4GB RAM / 1TB HDD / 14"" HD Display",Dell,0,"['CPU', '10th Generation Intel Core&trade; i5- (4M cache, base 2.1GHz, up to 4.1GHz)', 'Memory 4 GB, 1x4 GB 3200MHz DDR4 Non-ECC', 'Display', '14&quot; HD (1366 x 768) Anti-Glare Non-Touch, Camera &amp; Microphone, WLAN Capable', 'Connections', '1 Flip-Down RJ-45 port 10/100/1000 Mbps', '1 USB 2.0 port', '1 USB 3.2 Gen 1 Type-A port with PowerShare', '1 USB 3.2 Gen 1 Type-A port', '1 HDMI 1.4', '1 USB 3.2 Gen 1 Type-C port with DisplayPort 1.2 Alt mode', '1 Universal Audio Jack', '1 USB 3.0 Card reader Slot', 'Networking Intel Dual Band Wi-Fi 6 AX201 2x2 802.11ax 160MHz + Bluetooth 5.1', 'Storage 1TB HDD', 'Size: Height x width x depth Height: 0.72&quot; (18.35 mm) x Width: 12.85&quot; (326.50 mm) x Depth: 8.91&quot; (226.38 mm)', 'Battery', '3 Cell 40Whr ExpressCharge Capable Battery', 'Camera Webcam', 'HD (1280 x 720 pixels) Integrated HD Webcam', 'Optional IR camera with dual array digital microphone', 'Weight 1.53kg', 'Audio', '2 W Dual stereo speakers']",79999.00
"Dell Latitude 3390 2-in-1 Pentium 4415U 2.3GHz 128GB SSD 8GB 13.3"" (1920x1080) TOUCHSCREEN BT WIN10 Pro",Dell,5,"['13.3-inch (1920 x 1080) LCD Display', 'Intel Pentium 4415U Processor (Dual-Core, 2.3GHz, 2MB Cache)', '4GB DDR4 System Memory', '128GB Solid State Drive (SSD)', 'Integrated Intel UHD Graphics', '1 x USB 3.0, 1 x USB 2.0, 1 x HDMI', 'Standard Keyboard and Touchpad', '1MP Webcam and Integrated Microphone', 'No Ethernet, 802.11AC and Bluetooth 4.1', '3-cell Lithium-Ion Battery', 'Microsoft Windows 10 Professional Operating System', '0.8"" x 12.76"" x 8.85"" (HxWxD); 3.5lbs', 'Energy Star Compliant, Gold EPEAT', 'Brand New Laptop']",45000.00
"Lenovo IdeaPad 3i Intel Core i3 11th Gen I 4GB RAM I 128GB SSD I Iris Xe Graphics I 15.6"" FHD Laptop",Lenovo IdeaPad,0,"['Intel Core i3 11th Gen Processor', '4GB DDR4 System Memory', '128GBNVMe SSD', 'Integrated Intel Xe Graphics', '15.6"" FHD Display (1920 x 1080)', 'One Year warranty against manufacturing defects.']",52000.00
"HP Victus 15 Gaming Laptop, NVIDIA GeForce RTX 3050, 12th Gen Intel Core i5-12500H, 8 GB RAM, 512 GB SSD",HP,0,"['Brand- HP', 'Series- &lrm;Victus by HP 15.6 inch Gaming Laptop PC 15-fa0025nr', 'Screen display size- 15.6 Inches', 'Maximum screen resolution- &lrm;(1920 x 1080) Pixels', 'Processor - &lrm;4.5 GHz core_i5', 'RAM- &lrm;8 GB 8GB DDR4', 'Graphics coprocessor - &lrm;NVIDIA GeForce RTX 3050', 'Chipset Brand- NVIDIA', 'Card discription - Integrated', 'Number of usb 2.0 ports- 2', 'Number of usb 3.0 ports- 3', 'Operating system - winodows 11 Home']",125000.00
Acer Aspire 3 12 Gen I5 Processor 8 GB RAM 256 GB SSD + 1 TB HDD NVDIA MX 550 2 GB Graphics 15.6 inch Display - OTE,Acer,0,[],90200
HP Spectre x360 Convertible 14-ea0506TU 48K91PA-i5-8GB-512GB SSD,HP,0,[],230000.00
HP Victus 15 12 Gen I5| 8 GB RAM| 512 GB SSD| NVDIA RTX 3050 4 GB|  15.6 inch FHD 144Hz Display - OTE,HP,0,"['Processor: 12th Gen Intel Core i5-12650H', 'Storage: 512GB M.2 NVMe SSD', 'Screen: 15.6&quot; Full HD (1920x1080) 16:9 IPS Display', 'Screen Refresh Rate: 144Hz', 'Display Type: IPS', 'Operating System: Windows 11 Home 64-bit', 'RAM: 8GB DDR4 SODIMM', 'Graphics: NVIDIA RTX 3050 4GB GDDR6 Dedicated Graphics', 'Connectivity: WIFI 6 MT7921, Bluetooth 5.2, Ethernet LAN (RJ-45)', 'Battery: 200W Power Supply, 4-Cell 70 WHr Battery', 'Color: Mica Silver', 'Weight: 5.05lb', '1 Year Warranty']",110000.00
"HP Pavilion Laptop 15-eh1066AU  8 GB RAM (2 x 4 GB), 512 GB SSD, 15.6""",HP,0,"['Microprocessor: AMD Ryzen&trade; 5 5500U (up to 4.0 GHz max boost clock, 8 MB L3 cache, 6 cores, 12 threads)', 'Chipset: AMD Integrated SoC', 'Video graphics: AMD Radeon&trade; Graphics', 'Memory, standard: 8 GB DDR4-3200 MHz RAM (2 x 4 GB)', 'Storage: 512 GB PCIe&reg; NVMe&trade; M.2 SSD', 'Display: 15.6&quot; diagonal, FHD, 250 nits', 'Battery type: 3-cell, 41 Wh Li-ion', 'Webcam: 720p HD camera with integrated dual array digital microphones', 'Finger Print Reader']",99999.00
Acer Travelmate P2 I3 11th generation -8GB-256GB SSD 14' HD Display,Acer,0,"['Model: TravelMate TMP214-53', 'Processor: Intel Core i3-1115G4 (6M Cache, 3.00 GHz up to 4.10 GHz)', 'RAM: 8GB DDR4', 'Storage: 256 SSD', 'Display: 14.0&quot; HD Acer Comfy View LCD', 'Graphics Model : Intel UHD Graphics', 'Standard Keyboard', '48 Wh 3-cell Li-ion']",56000.00
Acer Aspire 3 Intel Core i5 – 1235U 12th Gen / 8GB RAM / 256GB SSD / Intel Iris Xe Graphics / Win 11 Home / 15.6″ FHD Display,Acer,0,"['Intel&reg; Core i5-1235U 12th Gen Processor.', 'Windows 11 Home, Intel Iris Xe Graphics.', '8 GB of DDR4 memory, upgradable up to 20 GB of DDR4 system memory.', '256GB SSD Storage, supports up to 1 TB SSD, PCIe NVMe Gen3 8Gb/s', '15.6&quot; display with IPS (In-Plane Switching) technology, Full HD 1920 x 1080 pixel, high-brightness Acer ComfyView&trade; LED-backlit TFT LCD', 'Ports and Slots:3 x USB 3.2 Gen 1 Type-A (Data Transfer Only), 1 x AC smart pin, 1 x HDMI 2.1, 1 x headphone/microphone combo', 'One Year Warranty against Manufacturing Defects.']",81999.00
Avita Model No. LIBER V14 Grey Color Laptop,Avita,0,"['Full Metal Body', '8gb/512gb SSD', 'DDR4', 'i5 10th Gen', 'FHD Screen', 'Windows 10 home', 'Brand New Laptop']",93000.00
"ASUS ROG Flow X13 GV301QE Gaming Laptop (AMD Ryzen 9 5900HS 8-Core, 16GB RAM, 1TB SSD, RTX 3050 Ti, 13.4"" Wide UXGA (1920x1200)",ASUS,0,[],238888.00
Acer Swift X/14″ FHD/ Ryzen 5 5500U/NVIDIA GTX 1650/8GB RAM /512GB SSD,Acer,0,"['VIDEO GRAPHICS: NVIDIA GeForce GTX 1650', 'screen: 14&Prime; FHD IPS panel', 'FINGER PRINT: Acer Bio-Protection fingerprint']",94500.00
Dell Latitude E5470 Business Series Intel Core I5 6th Gen 2.3GHZ / 8GB/ 256GB SSD 14 HD Display Win 10 Genuine Laptop,Dell,0,"['Processor: Intel&reg; Core&trade; i5 6200U Sixth Gen 2.3GHZ up to 2.6GHZ', 'Hard disk: 256GB SSD', 'RAM: 8 GB DDR4PC4upgrade up to 16GB', 'Display: 14&rdquo; HD IPS Display (1366&times;768) Resolution', 'Graphics Card: Intel HD 520 graphics 2GB Shared Graphics', 'Operating System: Windows 10 Professional Genuine', 'Silver Ultrabook']",52250
MSI GP66 Leopard11UE,MSI,0,"['Processor Manufacturer: Intel', 'Processor Type: Core i7', 'Processor Generation: 11th Gen', 'Processor Model: i7-11800H', 'Processor Core: Octa-core (8 Core)', 'Brand New Laptop']",262500.00
"ASUS E410 Intel Celeron N4500/ 4GB RAM/ 128GB SSD/ 14"" FHD Display",ASUS,0,"['Disclaimer: This laptop is not a chromebook. its a traditional Laptop. It comes with windows 11', 'Color: Star Black', 'Operating System: Windows 11', 'Processor: Intel&reg; Celeron&reg; N4500 Processor 1.1 GHz (4M Cache, up to 2.8 GHz, 2 cores)', 'Graphics: Intel&reg; UHD Graphics', 'Display: 14.0-inch, FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 200nits, 45% NTSC color gamut, Anti-glare display, Non-touch screen, (Screen-to-body ratio)78%', 'Memory: 4GB DDR4 on board', 'Storage: 128GB M.2 NVMe&trade; PCIe&reg; 3.0 SSD', 'I/O Ports:1x USB 2.0 Type-A', '1x USB 3.2 Gen 1 Type-A', '1x USB 3.2 Gen 1 Type-C', '1x HDMI 1.4', '1x Headphone/Headset', 'Micro SD card reader (on selected model)', 'Keyboard &amp; Touchpad:Standard Keyboard, 1.4mm Key-travel, Touchpad, Support NumberPad', 'Camera: VGA camera', 'Audio:SonicMaster', 'Built-in speaker', 'Built-in microphone', 'with Cortana support', 'Network and Communication: Wi-Fi 5(802.11ac) (Dual band) 1*1 + Bluetooth&reg; 4.1', 'Battery: 42WHrs, 3S1P, 3-cell Li-ion', 'Power Supply: &oslash;4.0, 33W AC Adapter, Output: 19V DC, 1.75A, 33W, Input: 100-240V AC 50/60Hz universal', 'Weight: 1.30 kg (2.87 lbs)', 'Dimensions (W x D x H): 32.50 x 21.70 x 1.80 ~ 1.84 cm (12.80&quot; x 8.54&quot; x 0.71&quot; ~ 0.72&quot;)', 'Built-in Apps:McAfee', 'MyASUS', 'Disclaimer: The Windows 11 upgrade will be delivered to qualifying devices late 2021 into 2022. Timing will vary by device. Certain features require specific hardware (see aka.ms/windows11-spec)', 'Plus Point :  About this laptop is. This laptop is running Intel Jasper Lake N4500 Launch Date 2021(Q1&#39;21) which is better than other celeron Processor in the market.']",35999.00
"AVITA Liber V14 NS14A8INF562 14"" (35.56cms) Laptop (Core i5-10210U/8GB/ 512GB SSD/FHD IPS display/Windows 10 Home/Intel UHD Graphics 620/MS Office 365/1.25KG)",Avita,0,['Brand New Laptop'],74999.00
"Acer Nitro 5 2021 i5 11TH GEN/ GTX 1650/ 15.6"" FHD 144Hz/ 8GB RAM/ 512GB SSD",Acer,0,"['Processor Core : 4 Core (Quad-core)', 'Graphics : NVIDIA GeForce GTX 1650 with 4GB GDDR6 VRAM', 'Memory : 8GB DDR4 2933MHz Memory', 'Display    : 15.6&quot; 144Hz LCD ComfyView In-plane Switching (IPS) Technology Full HD Backlight Technology LED 1920 x 1080 pixels', 'Connections : LAN USB-C 3.2 Gen 2 HDMI USB 3.0 (with power off charging) 3 x USB 3.0 Headphone/microphone combo jack', 'Networking : IEEE 802.11ax', 'Storage : 512GB SSD', 'Size: Height x Width x Depth : 14.3&quot; x 10&quot; x 0.94&quot;', 'Battery : 4-cell Lithium-Ion (Li-Ion) 3320 mAh', 'Camera:Webcam :    720p', 'Weight : 5.07Lbs', 'Maximum Power Supply Wattage : 135 watt']",117000.00
